ingredient_obo_uri	pt_obo_uri
CHEBI_49375	HP_0000726
CHEBI_17026	HP_0000726
CHEBI_4873	HP_0000726
CHEBI_63620	HP_0000726
CHEBI_8888	HP_0000726
 CHEBI_8356	HP_0000726
CHEBI_8389	HP_0000726
 CHEBI_3395	HP_0000726
 CHEBI_8874	HP_0000726
CHEBI_34385	MONDO_0001040
CHEBI_9513	HP_0000726
CHEBI_60269 | CHEBI_127780	HP_0000726
 CHEBI_6427	HP_0000726
 CHEBI_9622	HP_0000726
CHEBI_3568	HP_0000726
CHEBI_50922	HP_0000726
CHEBI_9943	HP_0000726
 CHEBI_60654	HP_0000726
CHEBI_15367 | CHEBI_26536	HP_0000726
CHEBI_59495	HP_0000726
CHEBI_63619	HP_0000726
CHEBI_3611 | CHEBI_8389 | CHEBI_27436 | CHEBI_6715	HP_0000726
CHEBI_68534	HP_0000726
 CHEBI_23965 	HP_0000726
CHEBI_53289	HP_0000726
CHEBI_10125	HP_0000726
CHEBI_6950	HP_0000726
CHEBI_64312	HP_0000726
CHEBI_408174	HP_0000164
 CHEBI_7476	HP_0000164
 CHEBI_3216	HP_0000164
CHEBI_7735	HP_0000164
CHEBI_119915	HP_0000164
CHEBI_177849	HP_0001742
 CHEBI_6427	HP_0000164
CHEBI_64356	HP_0000164
 CHEBI_60654	HP_0000164
CHEBI_7494	HP_0000164
CHEBI_50131	HP_0000164
 CHEBI_8356	HP_0000164
CHEBI_9586	HP_0000164
CHEBI_3090	HP_0000164
CHEBI_5130	HP_0000164
CHEBI_135720	HP_0000164
CHEBI_8888	HP_0000164
CHEBI_35610	HP_0000164
CHEBI_7915	HP_0000164
CHEBI_61049	HP_0000164
CHEBI_78540	HP_0000164
CHEBI_31859	HP_0000164
CHEBI_53289	HP_0000164
CHEBI_85994	HP_0000164
 CHEBI_8707	HP_0000164
CHEBI_42797	HP_0000164
CHEBI_50845	HP_0000164
CHEBI_31401	HP_0000164
CHEBI_7465	HP_0000164
CHEBI_71415	HP_0200120
CHEBI_63618	HP_0200120
CHEBI_40303	HP_0200120
CHEBI_38561	HP_0200120
CHEBI_9150	HP_0200120
CHEBI_63621	HP_0200120
PR_000050305	HP_0012849
CHEBI_85994	HP_0012849
CHEBI_35610	HP_0012849
PR_O14773	HP_0012251
 CHEBI_8707	HP_0012251
CHEBI_16335	HP_0012250
CHEBI_7773	HP_0012250
 CHEBI_681850	HP_0012250
CHEBI_64356	HP_0012250
CHEBI_7550	HP_0012250
CHEBI_2549	HP_0012250
CHEBI_5002	HP_0012250
CHEBI_44915	HP_0012250
CHEBI_4551 	HP_0012250
CHEBI_38157	MONDO_0001040
CHEBI_5931	MONDO_0001040
CHEBI_3215 	HP_0010872
CHEBI_3568	HP_0010872
 CHEBI_8707	HP_0010872
CHEBI_5002	HP_0010872
CHEBI_4466	HP_0010872
CHEBI_3387	HP_0010872
CHEBI_61049	HP_0002311
 CHEBI_18723	HP_0002311
CHEBI_10127	HP_0002311
CHEBI_135574	HP_0002311
CHEBI_49575	HP_0002311
CHEBI_10102	HP_0002311
CHEBI_7731	HP_0002311
CHEBI_16794	HP_0002311
CHEBI_9586	HP_0002311
 CHEBI_100241	HP_0002311
 CHEBI_404903	HP_0002311
CHEBI_6504	HP_0002311
CHEBI_3756	HP_0002311
 CHEBI_5118	HP_0002311
CHEBI_6832	HP_0002311
CHEBI_50922	HP_0002311
CHEBI_2663	HP_0002311
CHEBI_31236	HP_0002311
CHEBI_71013	HP_0002311
CHEBI_5138	HP_0002311
CHEBI_133013	HP_0002311
CHEBI_47499	HP_0002311
CHEBI_53760	HP_0002311
CHEBI_145372	HP_0002311
CHEBI_72564	HP_0002311
CHEBI_7494	HP_0002311
PR_000050305	HP_0033434
CHEBI_9635	HP_0002311
CHEBI_135935	HP_0002311
 CHEBI_6909	HP_0002311
CHEBI_9445	MONDO_0001040
CHEBI_83766	MONDO_0001040
CHEBI_135720	MONDO_0001040
CHEBI_135888	MONDO_0001040
CHEBI_2038	MONDO_0001040
CHEBI_71193	MONDO_0001040
CHEBI_75246	MONDO_0001040
CHEBI_52172	MONDO_0001040
CHEBI_8888	MONDO_0001040
 CHEBI_90933	MONDO_0001040
CHEBI_51860	MONDO_0001040
 CHEBI_6456	MONDO_0001040
CHEBI_50177	MONDO_0001040
CHEBI_3001	MONDO_0001040
CHEBI_49960	MONDO_0001040
CHEBI_79041	MONDO_0001040
CHEBI_76607	MONDO_0001040
CHEBI_32020	MONDO_0001040
CHEBI_17933	MONDO_0001040
CHEBI_135351	MONDO_0001040
CHEBI_7601	MONDO_0001040
PR_P18510	MONDO_0001040
CHEBI_35610	MONDO_0001040
CHEBI_65347	MONDO_0001040
PR_000050305	MONDO_0001040
CHEBI_6802 | CHEBI_40237 | CHEBI_6801	MONDO_0001040
CHEBI_49040	MONDO_0001040
CHEBI_7936	MONDO_0001040
CHEBI_5134	MONDO_0001040
CHEBI_2950 	MONDO_0001040
CHEBI_71272	MONDO_0001040
CHEBI_3207	MONDO_0001040
CHEBI_64356	MONDO_0001040
CHEBI_31236	MONDO_0001040
CHEBI_71940	MONDO_0001040
CHEBI_17026	MONDO_0001040
CHEBI_135923	MONDO_0001040
CHEBI_7465	MONDO_0001040
CHEBI_52717	MONDO_0001040
CHEBI_70735	MONDO_0001040
CHEBI_63633	MONDO_0001040
CHEBI_68534	MONDO_0001040
CHEBI_5296	MONDO_0001040
CHEBI_40237	MONDO_0001040
CHEBI_2549	MONDO_0001040
 CHEBI_5956	MONDO_0001040
 CHEBI_404903	MONDO_0001040
 CHEBI_6427	MONDO_0001040
CHEBI_65349	MONDO_0001040
CHEBI_66899	MONDO_0001040
CHEBI_68478	MONDO_0001040
CHEBI_85662	MONDO_0001040
CHEBI_3215 	MONDO_0001040
 CHEBI_100241	MONDO_0001040
CHEBI_135931	MONDO_0001040
 CHEBI_6909	MONDO_0001040
CHEBI_64312	MONDO_0001040
CHEBI_65353	MONDO_0001040
 CHEBI_253342	MONDO_0001040
CHEBI_5494 | CHEBI_94449	MONDO_0001040
CHEBI_46345	MONDO_0001040
 CHEBI_8707	MONDO_0001040
CHEBI_9667	MONDO_0001040
CHEBI_3441	MONDO_0001040
CHEBI_9168	MONDO_0001040
CHEBI_66901	MONDO_0001040
CHEBI_63452	MONDO_0001040
CHEBI_4710	MONDO_0001040
CHEBI_6384 	MONDO_0001040
CHEBI_41423	MONDO_0001040
CHEBI_30621	MONDO_0001040
CHEBI_42797	MONDO_0001040
CHEBI_71023	MONDO_0001040
 CHEBI_5147	MONDO_0001040
CHEBI_7931	MONDO_0001040
CHEBI_746859	MONDO_0001040
 CHEBI_45783	MONDO_0001040
CHEBI_8871	MONDO_0001040
 CHEBI_2788 	MONDO_0001040
CHEBI_5004	MONDO_0001040
PR_P01308	MONDO_0001040
 CHEBI_8356	MONDO_0001040
CHEBI_3219	MONDO_0001040
CHEBI_33282	MONDO_0001040
CHEBI_5050	MONDO_0001040
CHEBI_85010	MONDO_0001040
CHEBI_36791	MONDO_0001040
 CHEBI_85078	MONDO_0001040
 CHEBI_23965 	MONDO_0001040
CHEBI_72297	MONDO_0001040
CHEBI_3181	MONDO_0001040
CHEBI_17141	MONDO_0001040
CHEBI_17347	MONDO_0001040
CHEBI_135935	MONDO_0001040
 CHEBI_8874	MONDO_0001040
CHEBI_39112	MONDO_0001040
CHEBI_68610	MONDO_0001040
CHEBI_134716	MONDO_0001040
CHEBI_6970	MONDO_0001040
CHEBI_41060	MONDO_0001040
CHEBI_176844	MONDO_0001040
 CHEBI_63717	MONDO_0001040
CHEBI_82978	MONDO_0001040
CHEBI_82700	MONDO_0001040
CHEBI_65346	MONDO_0001040
CHEBI_3374	MONDO_0001040
CHEBI_72312	MONDO_0001040
CHEBI_44423	MONDO_0001040
CHEBI_38561	MONDO_0001040
CHEBI_65173	MONDO_0001040
 CHEBI_5779	MONDO_0001040
CHEBI_75045	MONDO_0001040
CHEBI_7735	MONDO_0001040
CHEBI_8346	MONDO_0001040
CHEBI_10125	MONDO_0001040
CHEBI_63618	MONDO_0001040
CHEBI_5108	MONDO_0001040
CHEBI_35705	MONDO_0001040
CHEBI_6887	MONDO_0001040
CHEBI_68642	MONDO_0001040
CHEBI_7824	MONDO_0001040
CHEBI_60804 | CHEBI_50846	MONDO_0001040
CHEBI_135515	MONDO_0001040
 CHEBI_3175	MONDO_0001040
CHEBI_50845	MONDO_0001040
 CHEBI_47381	MONDO_0001040
CHEBI_7769	MONDO_0001040
CHEBI_167707	MONDO_0001040
CHEBI_134689	MONDO_0001040
 CHEBI_59594	MONDO_0001040
CHEBI_85993	MONDO_0001040
CHEBI_4325	MONDO_0001040
CHEBI_601027	MONDO_0001040
CHEBI_90943	MONDO_0001040
CHEBI_7726	MONDO_0001040
CHEBI_35854 	MONDO_0001040
 CHEBI_51450	MONDO_0001040
 CHEBI_39465 	MONDO_0001040
CHEBI_31638	MONDO_0001040
 CHEBI_8024	MONDO_0001040
CHEBI_168396	MONDO_0001040
CHEBI_64310	MONDO_0001040
 CHEBI_7856	MONDO_0001040
 CHEBI_71204	MONDO_0001040
CHEBI_4875	MONDO_0001040
CHEBI_31536	MONDO_0001040
CHEBI_4724	MONDO_0001040
CHEBI_10650	MONDO_0001040
PR_P01877	MONDO_0001040
 CHEBI_4562	MONDO_0001040
CHEBI_6367	MONDO_0001040
CHEBI_43755 	MONDO_0001040
CHEBI_76612	MONDO_0001040
CHEBI_2668 	MONDO_0001040
CHEBI_229764	MONDO_0001040
PR_000036195	MONDO_0001040
 CHEBI_51032	MONDO_0001040
CHEBI_72317	MONDO_0001040
CHEBI_71196	MONDO_0001040
CHEBI_135782	MONDO_0001040
CHEBI_6741	MONDO_0001040
CHEBI_5109	MONDO_0001040
CHEBI_82530	MONDO_0001040
CHEBI_142418	MONDO_0001040
 CHEBI_3216	MONDO_0001040
CHEBI_50692	MONDO_0001040
CHEBI_31397	MONDO_0001040
CHEBI_95341	MONDO_0001040
CHEBI_94405	MONDO_0001040
CHEBI_71253	MONDO_0001040
CHEBI_66876	MONDO_0001040
PR_000001369 | PR_000001384	MONDO_0001040
CHEBI_39548	MONDO_0001040
 CHEBI_9398	MONDO_0001040
CHEBI_15765	MONDO_0001040
PR_000001438	MONDO_0001040
CHEBI_38940	MONDO_0001040
CHEBI_78540	MONDO_0001040
CHEBI_6437	MONDO_0001040
CHEBI_228488	MONDO_0001040
CHEBI_5001	MONDO_0001040
CHEBI_44185 	MONDO_0001040
CHEBI_65023	MONDO_0001040
CHEBI_66919	MONDO_0001040
CHEBI_72323	MONDO_0001040
CHEBI_17439	MONDO_0001040
CHEBI_63623	MONDO_0001040
CHEBI_71028	MONDO_0001040
CHEBI_60311	MONDO_0001040
 CHEBI_9648	MONDO_0001040
CHEBI_63791	MONDO_0001040
 CHEBI_267413	MONDO_0001040
CHEBI_63635	MONDO_0001040
CHEBI_6067	MONDO_0001040
CHEBI_6775	MONDO_0001040
 CHEBI_50122	MONDO_0001040
CHEBI_68554	MONDO_0001040
CHEBI_71200	MONDO_0001040
CHEBI_50847	MONDO_0001040
CHEBI_94559	MONDO_0001040
CHEBI_119915	MONDO_0001040
CHEBI_145791	MONDO_0001040
CHEBI_63638	MONDO_0001040
CHEBI_10650	HP_0002311
CHEBI_8597	HP_0002311
CHEBI_63620	HP_0002311
 CHEBI_9654	HP_0002311
CHEBI_63622	HP_0002311
CHEBI_7936	HP_0002311
CHEBI_5790	HP_0002311
 CHEBI_63611	HP_0002311
CHEBI_8461	HP_0002311
CHEBI_4858	HP_0002311
CHEBI_59495	HP_0002311
CHEBI_7824	HP_0002311
CHEBI_6367	HP_0002311
CHEBI_3219	HP_0002311
 CHEBI_9648	HP_0002311
CHEBI_9943	HP_0002311
CHEBI_2666	HP_0002311
 CHEBI_8356	HP_0002311
CHEBI_9570	HP_0002311
CHEBI_64356	HP_0002311
CHEBI_6950	HP_0002311
CHEBI_50847	HP_0002311
CHEBI_2611	HP_0002311
CHEBI_47781	HP_0002311
CHEBI_3223	HP_0002311
CHEBI_48273	HP_0002311
CHEBI_90930	HP_0002311
CHEBI_119915	HP_0002311
CHEBI_17439	HP_0002311
CHEBI_7735	HP_0002311
CHEBI_142406	HP_0002311
 CHEBI_3216	HP_0002311
 CHEBI_8707	HP_0002311
CHEBI_2675	HP_0002311
CHEBI_63621	HP_0002311
CHEBI_10119	HP_0002311
CHEBI_2972	HP_0002311
CHEBI_9513	HP_0002311
CHEBI_63638	HP_0002311
CHEBI_5938	HP_0002311
CHEBI_7640	HP_0002311
CHEBI_42797	HP_0002311
CHEBI_8871	HP_0002311
CHEBI_9738	HP_0002311
CHEBI_63631	HP_0002311
CHEBI_5165	HP_0002311
CHEBI_63791	HP_4000047
CHEBI_17609 | CHEBI_17650	HP_4000047
CHEBI_8382	HP_4000047
CHEBI_6888	HP_4000047
CHEBI_17141	HP_4000047
CHEBI_72690	HP_4000047
 CHEBI_25357	HP_0000071
 CHEBI_25357	HP_0000074
CHEBI_63620	HP_0000072
CHEBI_101278	HP_0003115
CHEBI_31596	HP_0003115
CHEBI_40279	HP_0003115
CHEBI_66876	HP_0003115
CHEBI_8871	HP_0003115
 CHEBI_8024	HP_0003115
CHEBI_7550	HP_0003115
CHEBI_50729	HP_0003115
CHEBI_82978	HP_0003115
CHEBI_3568	HP_0003115
 CHEBI_9648	HP_0003115
CHEBI_9434	HP_0003115
CHEBI_84500	HP_0003115
CHEBI_6807	HP_0003115
 CHEBI_7476	HP_0003115
CHEBI_15544	HP_0003115
 CHEBI_9948	HP_0003115
CHEBI_8746	HP_0003115
CHEBI_53289	HP_0003115
CHEBI_45863	HP_0003115
CHEBI_47780	HP_0003115
CHEBI_15377	HP_0003115
CHEBI_9316	HP_0003115
CHEBI_61049	HP_0003115
CHEBI_28901	HP_0003115
CHEBI_44915	HP_0003115
CHEBI_30621	HP_0003115
 CHEBI_8707	HP_0003115
CHEBI_5001	HP_0003115
CHEBI_9586	HP_0003115
 CHEBI_63611	HP_0003115
CHEBI_134991	HP_0003115
CHEBI_63622	HP_0003115
CHEBI_16347	HP_0003115
CHEBI_32599	HP_0010549
CHEBI_85973	HP_0010549
 CHEBI_61033	HP_0010549
CHEBI_63619	HP_0010549
CHEBI_42797	HP_0010549
CHEBI_9943	HP_0010549
CHEBI_3215 	HP_0010549
CHEBI_567361	HP_0010549
CHEBI_3561	HP_0010549
CHEBI_72296	HP_0010549
CHEBI_40279	HP_0010549
CHEBI_7824	HP_0010549
CHEBI_5138	HP_0010549
 CHEBI_6539	HP_0010549
CHEBI_3568	HP_0010549
 CHEBI_8356	HP_0010549
CHEBI_6950	HP_0010549
CHEBI_4995	HP_0010549
CHEBI_50694	HP_0010549
CHEBI_7936	HP_0010549
CHEBI_16684	HP_0010549
CHEBI_9586	HP_0010549
CHEBI_8888	HP_0010549
CHEBI_27690	HP_0010549
 CHEBI_6759	HP_0010549
CHEBI_194186	HP_0002018
CHEBI_10650	HP_0010549
CHEBI_7726	HP_0010549
CHEBI_32029	HP_0010549
 CHEBI_4514	HP_0010549
CHEBI_50922	HP_0010549
 CHEBI_6427	HP_0010549
 CHEBI_5118	HP_0010549
CHEBI_68579	HP_0010549
CHEBI_28304	HP_0010549
CHEBI_63622	HP_0010549
CHEBI_27834	HP_0010549
CHEBI_6822	HP_0010549
CHEBI_28445 	HP_0010549
CHEBI_9939	HP_0010549
CHEBI_10119	HP_0010549
CHEBI_4681	HP_0010549
CHEBI_61049	HP_0010549
CHEBI_408174	HP_0010549
CHEBI_10033	HP_0010549
CHEBI_6367	HP_0010549
CHEBI_6715	HP_0010549
CHEBI_52717	HP_0010549
CHEBI_63629	HP_0010549
CHEBI_8461	HP_0010549
 CHEBI_7476	HP_0010549
CHEBI_5165	HP_0010549
CHEBI_70746	HP_0010549
CHEBI_63619	HP_0025478
CHEBI_63622	HP_0025478
CHEBI_16335	HP_0025478
CHEBI_52717	HP_0025478
CHEBI_101278	HP_0025478
CHEBI_75984	HP_0025478
CHEBI_2663	HP_0025478
CHEBI_4466	HP_0025478
CHEBI_6872	HP_0025478
 CHEBI_4856	HP_0025478
CHEBI_6887	HP_0031356
CHEBI_5558	HP_0031356
 CHEBI_90933	HP_0031356
CHEBI_84500	HP_0031356
CHEBI_8888	HP_0031356
PR_P15391	HP_0031356
 CHEBI_36796	HP_0031356
 CHEBI_127342	HP_0031356
CHEBI_15367 | CHEBI_26536	HP_0000282
CHEBI_3568	HP_0000282
CHEBI_7465	HP_0000282
CHEBI_9139	HP_0000282
 CHEBI_45783	HP_0000282
CHEBI_8764	HP_0000282
 CHEBI_47381	HP_0000282
 CHEBI_4514	HP_0000282
CHEBI_61049	HP_0000282
CHEBI_35610	HP_0000282
CHEBI_6437	HP_0000282
CHEBI_78152	HP_0000282
CHEBI_60804 | CHEBI_50846	HP_0000282
CHEBI_3478	HP_0000282
 CHEBI_7856	HP_0000282
CHEBI_6775	HP_0000282
CHEBI_133021	HP_0000282
CHEBI_7735	HP_0000282
CHEBI_119915	HP_0000282
CHEBI_38940	HP_0000282
CHEBI_35705	HP_0000282
 CHEBI_60654	HP_0000282
CHEBI_50922	HP_0000282
CHEBI_64310	HP_0000282
CHEBI_230846	HP_0000282
CHEBI_145430	HP_0000282
CHEBI_9123	HP_0000282
 CHEBI_6909	HP_0000282
CHEBI_10102	HP_0000282
CHEBI_10125	HP_0000282
CHEBI_10127	HP_0000282
CHEBI_8888	HP_0000282
CHEBI_65347	HP_0000282
CHEBI_10119	HP_0000282
CHEBI_53760	HP_0000282
CHEBI_49375	HP_0000282
CHEBI_7550	HP_0000282
CHEBI_8871	HP_0000282
CHEBI_9168	HP_0000282
CHEBI_59343	HP_0000282
CHEBI_2682	HP_0000282
PR_000050305	HP_0000282
CHEBI_145373	HP_0000282
PR_P01877	HP_0000282
CHEBI_2972	HP_0000282
CHEBI_9943	HP_0000282
CHEBI_63620	HP_0000282
CHEBI_46081	HP_0000282
CHEBI_143117	HP_0000282
CHEBI_17026	HP_0000282
CHEBI_135574	HP_0000282
CHEBI_39112	HP_0000282
CHEBI_50847	HP_0000282
CHEBI_5165	HP_0000282
CHEBI_41423	HP_0000282
CHEBI_4708	HP_0000282
CHEBI_135920	HP_0000282
CHEBI_6741	HP_0000282
CHEBI_7565	HP_0000282
CHEBI_134700	HP_0000282
CHEBI_9434	HP_0000282
CHEBI_31397	HP_0000282
 CHEBI_23965 	HP_0000282
CHEBI_63630	HP_0000282
 CHEBI_3216	HP_0000282
CHEBI_2955	HP_0000282
CHEBI_29688	HP_0000282
CHEBI_3215 	HP_0000282
CHEBI_3207	HP_0000282
CHEBI_7494	HP_0000282
CHEBI_31174	HP_0000282
PR_P15391	HP_0000282
CHEBI_59495	HP_0000282
CHEBI_7936	HP_0000282
CHEBI_64356	HP_0000282
CHEBI_42797	HP_0000282
CHEBI_39462 	HP_0000282
CHEBI_90936	HP_0000282
CHEBI_90930	HP_0000282
CHEBI_3561	HP_0000282
CHEBI_31824 	HP_0000282
CHEBI_63631	HP_0000282
CHEBI_9451	HP_0000282
CHEBI_45409	HP_0000282
CHEBI_6076	HP_0000282
CHEBI_52172	HP_0000282
 CHEBI_8707	HP_0000282
CHEBI_31236	HP_0000282
CHEBI_5613	HP_0000282
 CHEBI_8356	HP_0000282
 CHEBI_63611	HP_0000282
CHEBI_53289	HP_0000282
CHEBI_7915	HP_0000282
CHEBI_31401	HP_0000282
CHEBI_2038	HP_0000282
CHEBI_10023	HP_0000282
CHEBI_52717	HP_0000282
PR_P35475	HP_0000282
CHEBI_71940	HP_0000282
CHEBI_145372	HP_0000282
CHEBI_4995	HP_0000282
CHEBI_15940 | CHEBI_17154	HP_0000282
 CHEBI_5118	HP_0000282
CHEBI_6950	HP_0000282
CHEBI_51041	HP_0000282
CHEBI_10023	HP_0011105
 CHEBI_29864	HP_0011105
CHEBI_15377	HP_0011105
CHEBI_8764	HP_0011105
CHEBI_9754	HP_0011105
 CHEBI_17234 	HP_0011105
CHEBI_145430	HP_0011105
CHEBI_16347	HP_0011105
CHEBI_61049	HP_0011105
CHEBI_26710	HP_0011105
CHEBI_34762	HP_0011105
CHEBI_43968	HP_0011105
CHEBI_17833	HP_0011105
CHEBI_32588	HP_0011105
CHEBI_46195	HP_0011105
CHEBI_2682	HP_0011105
CHEBI_3441	HP_0011105
 CHEBI_85078	HP_0011106
 CHEBI_29864	HP_0011106
CHEBI_4717	HP_0011106
CHEBI_63605	HP_0011106
CHEBI_7596	HP_0011106
CHEBI_6802 | CHEBI_40237 | CHEBI_6801	HP_0011106
CHEBI_64354	HP_0011106
CHEBI_3441	HP_0011106
CHEBI_51043	HP_0011106
CHEBI_499361	HP_0011106
CHEBI_32178	HP_0011106
CHEBI_82720	HP_0011106
CHEBI_73274 	HP_0011106
CHEBI_9241	HP_0011106
CHEBI_4466	HP_0011106
CHEBI_9637	HP_0011106
CHEBI_71193	HP_0011106
CHEBI_8764	HP_0011106
CHEBI_18357	HP_0011106
 CHEBI_17234 	HP_0011106
CHEBI_8888	HP_0033134
CHEBI_35705	HP_0033134
CHEBI_7627	HP_0003141
CHEBI_71200	HP_0003141
CHEBI_95341	HP_0003141
CHEBI_367163	HP_0003141
PR_000050305	HP_0003141
 CHEBI_60802 	HP_0030917
CHEBI_17347	HP_0001900
CHEBI_6015	HP_0001900
CHEBI_31236	HP_0001900
CHEBI_7726	HP_0001900
CHEBI_72312	HP_0001900
CHEBI_66910	HP_0001900
 CHEBI_60654	HP_0011900
CHEBI_149836 	HP_0011900
CHEBI_63608	MONDO_0002529
CHEBI_63791	MONDO_0002529
CHEBI_48390	HP_0000934
CHEBI_63791	HP_0000934
CHEBI_28901	HP_0006685
CHEBI_84500	HP_0031843
CHEBI_5864	HP_0031843
CHEBI_46631	HP_0031843
 CHEBI_8356	HP_0031843
CHEBI_64356	HP_0031843
CHEBI_2611	HP_0031843
 CHEBI_23965 	HP_0031843
CHEBI_6633	HP_0032007
CHEBI_15377	HP_0032674
CHEBI_8888	HP_0012317
CHEBI_10127	HP_0001288
CHEBI_9467	HP_0001288
CHEBI_7735	HP_0001288
 CHEBI_3216	HP_0001288
CHEBI_49375	HP_0001288
CHEBI_2663	HP_0001288
CHEBI_10125	HP_0001288
CHEBI_31348	HP_0001288
CHEBI_9943	HP_0001288
CHEBI_9570	HP_0001288
CHEBI_3723	HP_0001288
CHEBI_65173	HP_0001288
CHEBI_49886	HP_0001288
 CHEBI_480999	HP_0001288
 CHEBI_2618	HP_0001288
CHEBI_135939	HP_0001288
 CHEBI_3996	HP_0001288
CHEBI_59495	HP_0009098
CHEBI_7936	HP_0001288
CHEBI_142406	HP_0001288
CHEBI_78432	HP_0001288
CHEBI_63631	HP_0001288
CHEBI_48273	HP_0001288
 CHEBI_63611	HP_0001288
CHEBI_31236	HP_0001288
 CHEBI_36796	HP_0001288
CHEBI_87016	HP_0001288
CHEBI_5384	HP_0001288
CHEBI_72564	HP_0001288
CHEBI_10650	HP_0001288
CHEBI_17026	HP_0001288
CHEBI_10102	HP_0001288
CHEBI_42797	HP_0001288
CHEBI_134966	HP_0001288
 CHEBI_5118	HP_0001288
PR_000036195	HP_0001288
 CHEBI_8356	HP_0001288
CHEBI_50847	HP_0001288
CHEBI_3568	HP_0001288
CHEBI_15367 | CHEBI_26536	HP_0001288
CHEBI_31530	HP_0001288
 CHEBI_9654	HP_0001288
 CHEBI_50172	HP_0001288
CHEBI_5864	HP_0001288
CHEBI_499361	HP_0001288
 CHEBI_9648	HP_0001288
CHEBI_143117	HP_0001288
CHEBI_9586	HP_0001288
CHEBI_64312	HP_0001288
CHEBI_10119	HP_0001288
 CHEBI_6427	HP_0001288
 CHEBI_47381	HP_0001288
CHEBI_5138	HP_0001288
 CHEBI_7852	HP_0001288
CHEBI_53760	HP_0001288
CHEBI_2972	HP_0001288
CHEBI_6504	HP_0001288
 CHEBI_4562	HP_0001288
CHEBI_47780	HP_0001288
CHEBI_71253	HP_0001288
CHEBI_47898	HP_0002718
CHEBI_5790	HP_0001288
CHEBI_36791	HP_0001288
CHEBI_9123	HP_0001288
CHEBI_7931	HP_0001288
CHEBI_17196	HP_0001288
 CHEBI_45081	HP_0001288
CHEBI_28445 	HP_0001288
CHEBI_5000	HP_0001288
CHEBI_63619	HP_0001288
CHEBI_17439	HP_0001288
CHEBI_50841	HP_0001288
CHEBI_8888	HP_0001288
CHEBI_6367	HP_0001288
CHEBI_7494	HP_0001288
CHEBI_101278	HP_0001288
CHEBI_119915	HP_0001288
CHEBI_68554	HP_0001288
CHEBI_5128	HP_0001288
CHEBI_45267	HP_0001288
 CHEBI_100241	HP_0001288
CHEBI_50922	HP_0001288
CHEBI_8871	HP_0001288
CHEBI_5939	HP_0001288
CHEBI_64356	HP_0001288
 CHEBI_404903	HP_0001288
CHEBI_63638	HP_0001288
 CHEBI_23965 	HP_0001288
CHEBI_6375	HP_0006977
CHEBI_63598	HP_0001288
CHEBI_3215 	HP_0001288
CHEBI_145430	HP_0001288
CHEBI_35610	HP_0001288
CHEBI_4710	HP_0001288
CHEBI_63620	HP_0001288
 CHEBI_8707	HP_0001288
CHEBI_134991	HP_0001288
CHEBI_4995	HP_0001288
 CHEBI_60654	HP_0001288
CHEBI_59495	HP_0001288
CHEBI_53289	HP_0001288
CHEBI_9513	HP_0001288
CHEBI_7824	HP_0001288
CHEBI_31596	HP_0001288
 CHEBI_17303 	HP_0001288
CHEBI_64310	HP_0001288
 CHEBI_8874	HP_0001288
CHEBI_133017	HP_0001288
CHEBI_50381	HP_0001288
CHEBI_63791	HP_0001288
CHEBI_71013	HP_0001288
CHEBI_31941	HP_0032504
CHEBI_6060	HP_0031657
CHEBI_94559	MONDO_0044212
CHEBI_5050	MONDO_0044212
CHEBI_65023	MONDO_0044212
 CHEBI_63611	HP_0032198
CHEBI_6887	HP_0011893
CHEBI_94559	HP_0003826
CHEBI_59224	HP_0003826
 CHEBI_50172	HP_0003826
CHEBI_17252	HP_0003826
 CHEBI_7476	HP_0003826
CHEBI_3561	HP_0003826
CHEBI_49375	HP_0012248
CHEBI_4551 	HP_0012248
CHEBI_3090	HP_0031217
CHEBI_6413	HP_0031217
CHEBI_28748	HP_0031217
CHEBI_135961	HP_0031217
CHEBI_7465	HP_0031217
CHEBI_4868	HP_0031217
CHEBI_68534	HP_0031217
CHEBI_50847	HP_0031217
CHEBI_47780	HP_0031217
CHEBI_2668 	HP_0031217
 CHEBI_36796	HP_0031217
CHEBI_4708	HP_0031217
CHEBI_81570	HP_0031217
PR_P15391	HP_0031217
CHEBI_101853	HP_0031217
CHEBI_9943	HP_0031217
CHEBI_6741	HP_0031217
CHEBI_6722	HP_0031217
CHEBI_6076	HP_0031217
CHEBI_31596	HP_0031217
PR_P06280	HP_0031217
CHEBI_8772	HP_0031217
CHEBI_41423	HP_0031217
CHEBI_7865	HP_0031217
CHEBI_135005	HP_0031217
CHEBI_177453	HP_0031217
CHEBI_75246	HP_0031217
CHEBI_17347	HP_0031217
CHEBI_136007	HP_0031217
CHEBI_3723	HP_0031217
CHEBI_135720	HP_0031217
CHEBI_5132	HP_0031217
CHEBI_83527	HP_0031217
CHEBI_68478	HP_0031217
CHEBI_9635	HP_0031217
CHEBI_4953	HP_0031217
 CHEBI_8707	HP_0031217
CHEBI_49662	HP_0031217
 CHEBI_4562	HP_0031217
CHEBI_27786	HP_0031217
CHEBI_31348	HP_0031217
CHEBI_3219	HP_0031217
 CHEBI_3395	HP_0031217
CHEBI_35705	HP_0031217
CHEBI_135935	HP_0031217
 CHEBI_8874	HP_0031217
CHEBI_119915	HP_0031217
CHEBI_7573	HP_0031217
CHEBI_36791	HP_0031217
CHEBI_6887	HP_0031217
CHEBI_7459	HP_0031217
CHEBI_4027 	HP_0031217
