ingredient_obo_uri	pt_obo_uri
CHEBI_50114	HP_0033589
CHEBI_76010	HP_0033589
CHEBI_6375	HP_0000132
CHEBI_5165	HP_0002015
CHEBI_6375	HP_0001945
CHEBI_68590	HP_0033589
CHEBI_71019	HP_0002015
CHEBI_15940 | CHEBI_17154	HP_0033589
CHEBI_34762	HP_0033589
CHEBI_8863	HP_0033589
CHEBI_32127	HP_0033589
CHEBI_60311	HP_0033589
CHEBI_76720	HP_0031284
CHEBI_78291	HP_0031284
CHEBI_50169	HP_0031284
CHEBI_90851	HP_0000132
CHEBI_90851	HP_0100608
CHEBI_18067	HP_0031284
CHEBI_78152	HP_0031284
CHEBI_50248	HP_0031284
CHEBI_63637	HP_0025084
CHEBI_135782	HP_0025084
CHEBI_9937	HP_0100758
 CHEBI_60654	HP_0005263
CHEBI_35610	HP_0005263
CHEBI_50177	HP_0005263
CHEBI_50847	HP_0005263
CHEBI_87016	HP_0005263
CHEBI_41060	HP_0005263
CHEBI_5613	HP_0002015
CHEBI_35610	HP_0002020
CHEBI_90930	HP_0002020
CHEBI_72317	HP_0002020
CHEBI_35705	HP_0002239
CHEBI_79699	HP_0002239
CHEBI_68590	HP_0002239
CHEBI_145428	HP_0000225
CHEBI_7824	HP_0000212
CHEBI_145430	MONDO_0002508
PR_000050305	MONDO_0002508
CHEBI_90960	HP_0000501
CHEBI_8502	MONDO_0002462
CHEBI_72317	HP_0000157
CHEBI_9674	MONDO_0006771
CHEBI_35610	MONDO_0006771
CHEBI_85662	HP_0003076
CHEBI_3215 	HP_0002795
CHEBI_5931	HP_0003076
CHEBI_9571	HP_0002015
CHEBI_50847	HP_0000853
CHEBI_6375	HP_0001997
CHEBI_4786	HP_0000771
PR_P01225	HP_0000771
CHEBI_8389	HP_0000771
CHEBI_81570	HP_0000771
PR_000001581	HP_0000771
CHEBI_50847	HP_0100812
CHEBI_134699	HP_0000738
CHEBI_27834	HP_0000738
CHEBI_94559	HP_0000738
CHEBI_135720	HP_0000738
 CHEBI_18723	HP_0002015
CHEBI_30621	HP_0100608
CHEBI_135948	HP_0002315
PR_000036195	HP_0002315
CHEBI_6375	HP_0002315
CHEBI_136007	HP_0002315
CHEBI_134709	HP_0002315
CHEBI_8389	HP_0002315
CHEBI_177758	HP_0002315
CHEBI_143117	HP_0002315
CHEBI_17486	HP_0002015
PR_000050305	HP_0002315
CHEBI_71196	HP_0002315
CHEBI_78152	HP_0002315
 CHEBI_100241	HP_0002015
CHEBI_50114	HP_0002315
CHEBI_135961	HP_0002315
PR_P01275	HP_0002315
CHEBI_49886	HP_0002315
CHEBI_79046	HP_0002315
CHEBI_135946	HP_0002315
CHEBI_50847	HP_0002315
CHEBI_35705	HP_0002315
PR_P18510	HP_0002315
PR_P04062	HP_0002315
CHEBI_60816	HP_0002315
CHEBI_2955	HP_0002315
CHEBI_135923	HP_0002315
CHEBI_85662	HP_0002315
CHEBI_134716	HP_0002315
CHEBI_135922	HP_0002315
CHEBI_50904	HP_0001695
CHEBI_64356	HP_0000132
CHEBI_64356	HP_0100608
CHEBI_8764	HP_0001695
PR_P00750	HP_0001695
CHEBI_145372	HP_0001640
CHEBI_75252	HP_0001640
CHEBI_145372	MONDO_0005252
CHEBI_35610	MONDO_0005252
CHEBI_49886	MONDO_0005252
CHEBI_60804 | CHEBI_50846	MONDO_0005009
CHEBI_26710	MONDO_0005009
PR_P60568	HP_0002248
CHEBI_35610	HP_0002248
PR_O14773	HP_0100309
CHEBI_35705	HP_0000790
CHEBI_167707	HP_0000790
CHEBI_68642	HP_0000790
CHEBI_77963 | CHEBI_3098	HP_0000790
CHEBI_35610	MONDO_0003656
CHEBI_167707	HP_0002105
PR_000050305	HP_0004296
CHEBI_35610	HP_0012151
PR_P60568	HP_0012115
CHEBI_35705	HP_0005353
CHEBI_2955	HP_0012115
CHEBI_82978	HP_0002015
 CHEBI_7856	HP_0002015
PR_000050305	HP_0012115
CHEBI_2453	HP_0012115
CHEBI_94686	HP_0012115
CHEBI_8764	HP_0100790
CHEBI_35195	HP_0000023
CHEBI_17252	HP_0001007
CHEBI_8389	HP_0001007
CHEBI_50114	HP_0001007
CHEBI_17750	HP_0002156
CHEBI_71013	HP_0031473
 CHEBI_60654	HP_0031473
PR_000050305	HP_0003072
CHEBI_49631	HP_0003072
CHEBI_3207	HP_0100608
CHEBI_7824	HP_0002015
CHEBI_70735	HP_0002015
CHEBI_49375	HP_0003124
CHEBI_50847	HP_0100963
CHEBI_35610	HP_0100963
CHEBI_135752	HP_0100963
PR_P01308	HP_0003074
CHEBI_35705	HP_0003074
CHEBI_71193	HP_0003074
CHEBI_30621	HP_0003074
CHEBI_135901	HP_0003074
CHEBI_50847	HP_0003074
PR_000050305	HP_0003074
CHEBI_46295	HP_0000975
CHEBI_60799	HP_0000975
CHEBI_50847	HP_0000975
CHEBI_78291	HP_0000975
CHEBI_135939	HP_0000975
CHEBI_34762	HP_0000975
CHEBI_6060	HP_0000975
CHEBI_9937	HP_0000975
CHEBI_3504	HP_0100608
CHEBI_63599	HP_0002153
CHEBI_6960	HP_0002153
CHEBI_143117	HP_0002153
CHEBI_135931	MONDO_0013577
CHEBI_26710	HP_0003228
CHEBI_47097	HP_0003228
PR_P01308	HP_0003228
CHEBI_5931	HP_0003228
CHEBI_3561	HP_0000132
CHEBI_3561	HP_0100608
PR_P15391	HP_0012393
CHEBI_50841	HP_0002015
 CHEBI_61033	HP_0012393
CHEBI_3636	HP_0003418
PR_P01308	HP_0012393
CHEBI_69478	HP_0012393
CHEBI_8389	HP_0012393
CHEBI_31401	HP_0002027
CHEBI_35610	HP_0012393
CHEBI_31401	HP_0410281
CHEBI_76010	HP_0012393
CHEBI_135948	HP_0012393
CHEBI_8884	HP_0012393
CHEBI_77034 | CHEBI_24400 | CHEBI_78152	HP_0012393
PR_P06280	HP_0012393
PR_000013429	HP_0012393
CHEBI_6375	HP_0012393
CHEBI_33282	HP_0012393
CHEBI_6030	HP_0012393
CHEBI_35705	HP_0012393
PR_P60568	HP_0012393
CHEBI_145373	MONDO_0005044
CHEBI_34762	MONDO_0005044
PR_P02768	MONDO_0005044
CHEBI_134699	MONDO_0005044
CHEBI_136040	MONDO_0005044
CHEBI_60804 | CHEBI_50846	HP_0000132
CHEBI_135948	MONDO_0005044
CHEBI_17196	MONDO_0005044
CHEBI_27834	MONDO_0005044
PR_000050305	MONDO_0005044
CHEBI_66910	MONDO_0005044
PR_000036195	MONDO_0005044
PR_P15391	MONDO_0005044
CHEBI_44915	MONDO_0005044
CHEBI_85662	MONDO_0005044
 CHEBI_60654	MONDO_0005044
PR_000050305	HP_0100735
CHEBI_35610	HP_0000836
CHEBI_35705	HP_0000998
CHEBI_35610	HP_0010830
CHEBI_145372	HP_0010830
CHEBI_135948	HP_0010830
CHEBI_143117	HP_0010830
CHEBI_8764	HP_0010830
PR_P15391	HP_0010830
CHEBI_60816	HP_0010830
CHEBI_135351	HP_0010830
CHEBI_177804	HP_0010830
PR_P60568	HP_0002901
CHEBI_47097	HP_0002901
CHEBI_35610	MONDO_0004946
CHEBI_194186	MONDO_0004946
PR_P01308	MONDO_0004946
 CHEBI_6427	MONDO_0004946
CHEBI_82721	MONDO_0004946
CHEBI_35705	MONDO_0004946
CHEBI_85662	MONDO_0004946
PR_P01275	MONDO_0002053
CHEBI_229764	HP_0002900
CHEBI_47097	HP_0002900
CHEBI_38157	HP_0002900
CHEBI_85662	HP_0002900
CHEBI_64310	HP_0002900
CHEBI_28901	HP_0002902
CHEBI_26710	HP_0002902
CHEBI_87016	HP_0002902
CHEBI_4786	HP_0002902
CHEBI_50922	HP_0000132
PR_000050305	HP_0002615
CHEBI_135946	HP_0002615
CHEBI_142406	HP_0002615
CHEBI_18358	HP_0002615
PR_P35475	HP_0002615
PR_P60568	HP_0002615
CHEBI_35705	HP_0002615
CHEBI_38849 | CHEBI_28017	HP_0002615
CHEBI_27834	HP_0002615
CHEBI_65023	HP_0002615
CHEBI_134699	HP_0002615
CHEBI_48720	HP_0002615
PR_P15391	HP_0002615
CHEBI_71193	HP_0002615
PR_P01308	HP_0002615
CHEBI_17196	HP_0002615
CHEBI_35195	HP_0002615
PR_000036195	HP_0002615
CHEBI_49662	HP_0002615
CHEBI_70735	HP_0001278
CHEBI_136040	HP_0001278
CHEBI_134716	HP_0001278
CHEBI_134718	HP_0001278
CHEBI_145430	HP_0001278
CHEBI_71196	HP_0001278
PR_000050305	HP_0008245
CHEBI_60804 | CHEBI_50846	HP_0008245
CHEBI_5523	HP_0046503
CHEBI_77963 | CHEBI_3098	HP_0046503
CHEBI_35705	HP_0005250
CHEBI_53279	HP_0005250
CHEBI_49701	HP_0005250
CHEBI_176844	HP_0031368
CHEBI_35610	HP_0031368
CHEBI_63599	HP_0004419
CHEBI_48131	MONDO_0004773
CHEBI_9468	HP_0001101
PR_000036195	HP_0000989
CHEBI_50177	HP_0000989
PR_000050305	HP_0000989
CHEBI_59495	HP_0000952
CHEBI_145430	HP_0000952
CHEBI_196955	HP_0000952
CHEBI_50114	HP_0000952
CHEBI_2453	HP_0000952
CHEBI_10112	HP_0000952
CHEBI_4031	HP_0000952
CHEBI_35610	HP_0003040
CHEBI_3568	HP_0003040
CHEBI_35610	HP_0000112
CHEBI_50114	HP_0100607
CHEBI_50114	HP_0410281
CHEBI_5108	HP_0012123
PR_000036195	HP_0012027
CHEBI_50904	HP_0012027
CHEBI_3127	HP_0025425
CHEBI_63620	HP_0025425
CHEBI_68534	HP_0005162
CHEBI_35610	HP_0003388
PR_P01225	HP_0100608
CHEBI_34945	HP_0003388
CHEBI_60799	HP_0003388
CHEBI_69478	HP_0003388
CHEBI_135935	HP_0003388
CHEBI_145430	HP_0001974
CHEBI_4786	HP_0001974
PR_P60568	HP_0001974
CHEBI_135720	HP_0001974
PR_P09919	HP_0001974
CHEBI_6775	HP_0001882
CHEBI_42797	HP_0000132
CHEBI_27666	HP_0001882
CHEBI_6717	HP_0002248
CHEBI_42797	HP_0002573
CHEBI_50847	HP_0001882
CHEBI_8502	HP_0001882
CHEBI_35705	HP_0001882
CHEBI_145371	HP_0001882
CHEBI_38157	HP_0001882
CHEBI_6717	HP_0001882
CHEBI_135574	HP_0001882
 CHEBI_100241	HP_0001941
CHEBI_17833	HP_0001882
CHEBI_35610	HP_0002725
PR_000050305	MONDO_0005556
CHEBI_134745	HP_0100827
CHEBI_35705	MONDO_0005062
CHEBI_95341	MONDO_0005062
CHEBI_8764	HP_0005523
CHEBI_6375	HP_0034265
CHEBI_68590	HP_0002251
PR_000001438	HP_0002861
CHEBI_35610	HP_0002249
CHEBI_60816	HP_0001287
CHEBI_6717	HP_0001287
CHEBI_78152	MONDO_0001117
CHEBI_3745	HP_0100608
CHEBI_8665	HP_0000616
CHEBI_6375	HP_0001276
CHEBI_50847	HP_0001276
CHEBI_8764	HP_0001276
CHEBI_205919	MONDO_0001040
CHEBI_3752	MONDO_0006545
CHEBI_3752	HP_0000132
CHEBI_3752	HP_0002155
CHEBI_82960	HP_0003198
CHEBI_229764	HP_0003198
CHEBI_135720	HP_0003198
CHEBI_47780	HP_0012592
CHEBI_145371	HP_0003198
CHEBI_60804 | CHEBI_50846	HP_0003198
CHEBI_135925	HP_0011499
PR_P60568	HP_0011499
CHEBI_47780	HP_0002883
CHEBI_60804 | CHEBI_50846	HP_0012486
CHEBI_35610	HP_0001658
 CHEBI_61033	HP_0001658
CHEBI_66894	HP_0001658
CHEBI_47780	HP_0002573
CHEBI_50114	HP_0001658
CHEBI_135925	HP_0001658
PR_Q02161	HP_0001658
CHEBI_28304	HP_0001658
CHEBI_81579	HP_0001658
CHEBI_50131	HP_0001658
PR_P60568	HP_0001658
CHEBI_65023	HP_0001658
PR_P06280	HP_0001658
CHEBI_135686	HP_0001658
CHEBI_60804 | CHEBI_50846	HP_0001336
 CHEBI_36796	HP_0001336
CHEBI_135920	MONDO_0020207
CHEBI_145372	HP_0009071
CHEBI_231087	HP_0009071
CHEBI_68478	HP_0001742
CHEBI_230846	HP_0001742
CHEBI_34762	HP_0000132
CHEBI_35610	HP_0001742
PR_000050305	HP_0001742
CHEBI_135888	HP_0001742
CHEBI_71025	HP_0002018
PR_000013429	HP_0002018
CHEBI_135901	HP_0002018
CHEBI_78152 | CHEBI_55324	HP_0002018
CHEBI_85993	HP_0002018
PR_000050305	HP_0002018
CHEBI_140376	HP_0002018
CHEBI_228488	HP_0002018
CHEBI_79046	HP_0002018
CHEBI_167707	HP_0002018
CHEBI_33282	HP_0002018
PR_P04062	HP_0002018
CHEBI_135923	HP_0002018
CHEBI_136007	HP_0002018
CHEBI_230846	HP_0002018
CHEBI_28304	HP_0002018
CHEBI_60804 | CHEBI_50846	HP_0002018
CHEBI_71196	HP_0002018
CHEBI_60816	HP_0002018
CHEBI_177804	HP_0002018
CHEBI_177758	HP_0002018
CHEBI_4445	HP_0002018
CHEBI_78291	HP_0002018
CHEBI_142406	HP_0002018
CHEBI_145373	HP_0002018
CHEBI_87016	HP_0002018
CHEBI_63612	HP_0010830
CHEBI_33325	HP_0002018
CHEBI_68590	HP_0002018
CHEBI_135876	HP_0002018
CHEBI_35610	MONDO_0005377
CHEBI_27834	HP_0033345
CHEBI_145372	HP_0033345
CHEBI_143117	HP_0033345
CHEBI_35610	HP_0031002
CHEBI_50847	HP_0000017
CHEBI_135876	HP_0000017
 CHEBI_36796	HP_0000017
CHEBI_28934	HP_0000017
CHEBI_5165	HP_0000639
CHEBI_50847	HP_0000639
CHEBI_26710	HP_0100520
CHEBI_35705	HP_0100520
PR_P60568	HP_0100520
CHEBI_167707	HP_0031690
CHEBI_63599	HP_0100653
CHEBI_35705	HP_0100653
CHEBI_50847	HP_0040184
CHEBI_35610	HP_0002754
CHEBI_17196	HP_0410017
CHEBI_75252	HP_0008623
 CHEBI_45783	HP_0000132
CHEBI_2955	HP_0008623
CHEBI_27834	HP_0010833
CHEBI_63626	HP_0010833
CHEBI_145372	HP_0010833
CHEBI_134991	HP_0010833
PR_P60568	HP_0010833
PR_000050308	HP_0010833
CHEBI_50847	HP_0010833
CHEBI_10124	HP_0010833
CHEBI_135931	HP_0010833
CHEBI_140376	HP_0010833
CHEBI_72690	HP_0009763
CHEBI_145428	HP_0009763
CHEBI_61049	HP_0009763
CHEBI_51230	HP_0007957
CHEBI_50131	HP_0000980
CHEBI_6367	HP_0001019
CHEBI_50114	HP_0001962
CHEBI_8389	HP_0001962
CHEBI_6367	HP_0000132
CHEBI_49886	HP_0001962
CHEBI_6375	HP_0001962
CHEBI_6960	HP_0001962
CHEBI_7445	HP_0001658
CHEBI_83527	HP_0001962
CHEBI_4786	HP_0001962
CHEBI_63626	HP_0001962
CHEBI_3403	HP_0001962
CHEBI_135931	HP_0001733
CHEBI_62984	HP_0001733
PR_P15391	HP_0001733
CHEBI_61058	HP_0001733
CHEBI_75045	HP_0001733
CHEBI_176844	MONDO_0001529
CHEBI_6717	MONDO_0001529
CHEBI_50847	MONDO_0001529
CHEBI_63599	MONDO_0001529
CHEBI_75045	HP_0012740
CHEBI_6888	MONDO_0003757
CHEBI_16709	HP_0003401
CHEBI_50847	HP_0003401
CHEBI_135782	HP_0003401
CHEBI_143117	HP_0003401
CHEBI_177849	HP_0003401
CHEBI_9674	HP_0003401
CHEBI_35610	HP_0003401
CHEBI_17196	HP_0003401
CHEBI_63627	HP_0003401
CHEBI_135935	HP_0003401
PR_000036195	HP_0003401
CHEBI_27834	HP_0003401
CHEBI_50248	HP_0003401
CHEBI_60799	HP_0003401
CHEBI_85978	HP_0003401
CHEBI_10102	HP_0003401
CHEBI_59495	HP_0003401
PR_P35475	HP_0003401
CHEBI_33709	HP_0003401
CHEBI_132268	HP_0001818
CHEBI_145430	HP_0001698
CHEBI_50847	HP_0001701
CHEBI_51141	HP_0100776
CHEBI_41060	HP_0100776
PR_000050305	HP_0100776
CHEBI_145428	HP_0025439
CHEBI_50114	HP_0100776
CHEBI_27834	HP_0100776
CHEBI_46295	HP_0100776
CHEBI_85662	HP_0100776
CHEBI_63599	HP_0100776
CHEBI_65347	HP_0100776
CHEBI_60652	HP_0002202
CHEBI_35610	HP_0002202
CHEBI_6775	MONDO_0000986
CHEBI_4315	HP_0001962
CHEBI_35705	MONDO_0005249
PR_000050305	MONDO_0005249
CHEBI_143117	MONDO_0005249
CHEBI_173077	MONDO_0005249
CHEBI_167707	MONDO_0005249
CHEBI_69478	MONDO_0005249
CHEBI_48720	MONDO_0005249
CHEBI_34762	MONDO_0005249
CHEBI_6413	MONDO_0005249
CHEBI_16991 | CHEBI_50249	MONDO_0005249
PR_P60568	HP_0002107
CHEBI_50847	HP_0002107
CHEBI_134991	HP_0000103
CHEBI_77590	HP_0000103
CHEBI_9937	HP_0000103
CHEBI_135929	MONDO_0004745
CHEBI_49375	HP_0000093
PR_000050305	HP_0000093
CHEBI_85978	HP_0000093
CHEBI_5931	HP_0000989
CHEBI_132767	HP_0000989
CHEBI_7494	HP_0000132
CHEBI_7494	HP_0100608
PR_P09919	HP_0000989
CHEBI_71193	HP_0000989
CHEBI_50248	HP_0000989
PR_P15391	HP_0000989
CHEBI_85010	HP_0000989
CHEBI_27834	HP_0000989
CHEBI_60816	HP_0000989
CHEBI_9586	HP_0000132
CHEBI_9586	HP_0100608
CHEBI_2567	HP_0000989
CHEBI_17196	HP_0000989
CHEBI_135791	HP_0000989
CHEBI_48131	HP_0000989
CHEBI_5384	HP_0000989
CHEBI_135351	HP_0000989
CHEBI_135888	HP_0001047
CHEBI_36791	HP_0000132
CHEBI_35610	HP_0000989
PR_000050305	HP_0003765
CHEBI_35705	HP_0012228
CHEBI_135925	HP_0000709
CHEBI_7770	HP_0000132
CHEBI_63620	HP_0000709
CHEBI_134726	HP_0000709
CHEBI_35610	HP_0000709
CHEBI_17196	MONDO_0006932
CHEBI_38849 | CHEBI_28017	MONDO_0006932
CHEBI_50249	MONDO_0006932
CHEBI_145430	MONDO_0006932
CHEBI_91855	MONDO_0006932
PR_000050305	MONDO_0005279
 CHEBI_404903	HP_0003553
CHEBI_95341	MONDO_0005279
CHEBI_32246	MONDO_0005279
CHEBI_50847	MONDO_0005279
CHEBI_145428	MONDO_0002610
CHEBI_50248	MONDO_0002610
CHEBI_3306	HP_0012330
PR_P35475	HP_0030830
CHEBI_60799	HP_0010780
PR_000050305	HP_0001920
CHEBI_38157	HP_0000083
CHEBI_35195	HP_0000083
CHEBI_27834	HP_0000083
PR_Q02161	HP_0000083
CHEBI_7824	HP_0000132
CHEBI_7824	HP_0100608
PR_P06280	HP_0025428
CHEBI_35610	HP_0000083
PR_P60568	HP_0000083
CHEBI_9570	HP_0011947
CHEBI_136034	HP_0011947
PR_000050305	HP_0011947
CHEBI_68534	HP_0012452
CHEBI_135752	HP_0000488
CHEBI_142406	HP_0003201
CHEBI_135888	HP_0012384
CHEBI_229764	HP_0012384
CHEBI_50847	HP_0012384
CHEBI_167707	HP_0012384
CHEBI_35610	HP_0012384
CHEBI_60311	HP_0012384
CHEBI_50904	HP_0012384
CHEBI_68534	HP_0012384
CHEBI_2567	HP_0100532
CHEBI_7936	MONDO_0003085
CHEBI_90227	HP_0001051
CHEBI_7936	HP_0000132
CHEBI_7936	HP_0100608
PR_P06280	HP_0009763
CHEBI_27470	HP_0001250
CHEBI_32888	HP_0001250
CHEBI_50733	HP_0001250
CHEBI_63599	HP_0001250
CHEBI_85662	HP_0001250
CHEBI_135946	HP_0001250
CHEBI_7936	MONDO_0005227
CHEBI_78152	HP_0001250
CHEBI_81579	HP_0001250
CHEBI_37941	HP_0000132
CHEBI_135931	HP_0001250
CHEBI_50847	HP_0001250
CHEBI_94559	HP_0001250
CHEBI_135948	HP_0001250
CHEBI_85978	HP_0001250
PR_P01877	HP_0031273
CHEBI_17833	HP_0002307
CHEBI_69478	HP_0002307
PR_000036195	HP_0002307
 CHEBI_47381	HP_0007432
CHEBI_71193	HP_0000246
CHEBI_229764	HP_0000246
CHEBI_63612	HP_0000246
CHEBI_135949	HP_0000246
 CHEBI_47381	HP_0008066
CHEBI_35610	HP_0000246
PR_000001369 | PR_000001384	HP_0000246
CHEBI_50847	HP_0000246
CHEBI_3306	HP_0000246
CHEBI_8389	HP_0000246
CHEBI_135910	MONDO_0004026
CHEBI_8764	HP_0200042
CHEBI_35705	HP_0200042
CHEBI_145428	HP_0200042
CHEBI_145372	HP_0200042
PR_P06280	HP_0003394
CHEBI_50114	HP_0003394
CHEBI_35610	HP_0003394
PR_000036195	HP_0003394
CHEBI_145428	HP_0003394
CHEBI_50847	HP_0003394
CHEBI_46726	HP_0003394
CHEBI_3611 | CHEBI_8389 | CHEBI_27436 | CHEBI_6715	HP_0003394
CHEBI_8389	HP_0003394
CHEBI_17833	HP_0001744
CHEBI_135939	MONDO_0002125
CHEBI_77963 | CHEBI_3098	HP_0002570
PR_000050305	HP_0002592
CHEBI_60804 | CHEBI_50846	HP_0002592
CHEBI_63599	MONDO_0004842
PR_P60568	MONDO_0004842
CHEBI_90960	MONDO_0004842
CHEBI_176844	MONDO_0004842
CHEBI_27834	MONDO_0004842
CHEBI_90227	MONDO_0004842
CHEBI_132268	MONDO_0004842
CHEBI_6717	MONDO_0004842
PR_000050305	MONDO_0004842
CHEBI_81579	MONDO_0004842
PR_000050305	HP_0032154
PR_000050305	HP_0010307
CHEBI_81579	HP_0001297
CHEBI_35610	HP_0001297
CHEBI_50248	HP_0001297
CHEBI_136007	HP_0001297
CHEBI_231087	HP_0001297
CHEBI_59132	HP_0001279
CHEBI_50847	HP_0001279
CHEBI_65023	HP_0001279
CHEBI_15940 | CHEBI_17154	HP_0001279
CHEBI_27834	HP_0001279
CHEBI_3723	HP_0001279
CHEBI_135929	HP_0001279
CHEBI_15551	HP_0002027
CHEBI_6717	HP_0001279
CHEBI_83527	HP_0001649
CHEBI_50248	HP_0001649
CHEBI_8354	HP_0025406
CHEBI_94405	HP_0001649
CHEBI_82699	HP_0001649
CHEBI_35610	HP_0001649
CHEBI_45267 | CHEBI_5870	HP_0001649
CHEBI_49886	HP_0001649
CHEBI_51860	HP_0011675
CHEBI_35610	HP_0001873
CHEBI_82960	HP_0001873
PR_000050308	HP_0001873
CHEBI_9168	HP_0000132
CHEBI_79699	HP_0001873
CHEBI_134689	HP_0001873
CHEBI_6717	HP_0001873
PR_P09919	HP_0001873
CHEBI_135752	HP_0001873
CHEBI_134966	HP_0001873
CHEBI_167707	HP_0001873
CHEBI_35705	HP_0001645
CHEBI_27666	HP_0001873
CHEBI_85978	HP_0004418
CHEBI_231087	HP_0004418
CHEBI_6888	HP_0004418
CHEBI_50114	HP_0004418
CHEBI_60804 | CHEBI_50846	HP_0004418
CHEBI_27834	HP_0004418
CHEBI_71196	HP_0100031
CHEBI_194186	HP_0100031
CHEBI_27834	HP_0000360
CHEBI_60799	HP_0000360
PR_000050305	HP_0000360
CHEBI_135574	HP_0000360
CHEBI_9674	HP_0000360
CHEBI_49886	HP_0000360
CHEBI_5864	HP_0000360
PR_000036195	HP_0000360
CHEBI_135530	MONDO_0005478
CHEBI_26710	HP_0001337
CHEBI_55346	HP_0001337
PR_P35475	HP_0001337
CHEBI_61049	HP_0001337
CHEBI_135351	HP_0001337
CHEBI_135752	HP_0001337
CHEBI_35705	HP_0001337
PR_000050305	HP_0001337
CHEBI_38940	HP_0100608
CHEBI_8093	HP_0001337
CHEBI_135910	HP_0002027
CHEBI_50169	HP_0001279
CHEBI_78291	HP_0001279
CHEBI_499361	HP_0000103
CHEBI_8389	HP_0010783
CHEBI_135515	HP_0010783
CHEBI_81579	HP_0010783
CHEBI_136034	HP_0010783
CHEBI_33282	HP_0010783
CHEBI_135782	HP_0010783
CHEBI_50177	HP_0010783
CHEBI_35610	HP_0010783
CHEBI_135574	HP_0100515
CHEBI_7514	HP_0100515
CHEBI_50847	HP_0100515
CHEBI_35705	HP_0100515
CHEBI_8389	HP_0100515
CHEBI_134991	HP_0100515
CHEBI_134966	HP_0100515
PR_P18510	HP_0001025
CHEBI_45285	HP_0001025
CHEBI_60652	HP_0001025
CHEBI_27834	HP_0001025
CHEBI_30621	HP_0001025
CHEBI_34762	HP_0001025
CHEBI_134689	HP_0001025
CHEBI_9937	HP_0001025
CHEBI_17252	HP_0001025
CHEBI_90227	HP_0001025
CHEBI_45267	HP_0001025
CHEBI_50114	HP_0001025
CHEBI_135752	HP_0001025
CHEBI_145430	HP_0001025
CHEBI_95341	HP_0001025
CHEBI_194186	HP_0001025
CHEBI_4710	HP_0001297
CHEBI_135782	HP_0001025
CHEBI_4710	HP_0046504
CHEBI_17908 | CHEBI_35222	HP_0001025
CHEBI_172944	HP_0001025
CHEBI_180653	HP_0001025
CHEBI_50177	HP_0001025
CHEBI_4710	HP_0000716
CHEBI_5931	HP_0001025
CHEBI_35610	MONDO_0020283
CHEBI_6717	MONDO_0018882
CHEBI_4786	MONDO_0018882
PR_000001438	MONDO_0018882
CHEBI_50847	MONDO_0018882
CHEBI_49575	HP_0004936
CHEBI_45267	MONDO_0000190
CHEBI_4682	MONDO_0000190
PR_P60568	MONDO_0005477
CHEBI_48720	MONDO_0005477
CHEBI_9123	HP_0000132
CHEBI_9123	HP_0100608
CHEBI_83527	HP_0002321
CHEBI_87016	HP_0002321
PR_000036195	HP_0002321
CHEBI_135931	HP_0002321
PR_000050305	HP_0002321
CHEBI_6717	HP_0002321
CHEBI_45267	HP_0002321
CHEBI_68534	HP_0002321
CHEBI_76010	HP_0002321
CHEBI_6060	HP_0002321
CHEBI_35610	HP_0002321
CHEBI_10650	HP_0100608
CHEBI_50177	HP_0002321
CHEBI_132268	HP_0002013
CHEBI_81579	HP_0002013
CHEBI_9937	HP_0002013
CHEBI_172944	HP_0002013
PR_000050305	HP_0002013
CHEBI_87016	HP_0002013
CHEBI_5931	HP_0002013
PR_000001369 | PR_000001384	HP_0002013
CHEBI_6413	HP_0002013
CHEBI_71196	HP_0002013
CHEBI_68534	HP_0002013
CHEBI_82698	HP_0002013
CHEBI_87681	HP_0002013
CHEBI_134966	HP_0002013
CHEBI_145373	HP_0002013
CHEBI_135923	HP_0002013
CHEBI_32127	HP_0002013
CHEBI_49631	HP_0002013
CHEBI_50114	HP_0002013
CHEBI_78152	HP_0002013
CHEBI_35610	HP_0002013
CHEBI_63631	HP_0100608
CHEBI_17303	HP_0002013
CHEBI_50248	HP_0002013
PR_000036195	HP_0002013
CHEBI_35705	HP_0002013
CHEBI_63631	HP_0000132
PR_P01308	HP_0004324
CHEBI_228488	HP_0004324
PR_000001581	HP_0000138
CHEBI_77963 | CHEBI_3098	HP_0004324
CHEBI_143117	HP_0004324
PR_000001581	HP_0100608
CHEBI_4995	HP_0004324
CHEBI_50248	HP_0030828
CHEBI_78291	HP_0030828
PR_000050305	HP_0030828
CHEBI_145791	HP_0000217
CHEBI_35610	HP_0000217
CHEBI_142418	HP_0000217
PR_P35475	HP_0002027
PR_000050305	HP_0000217
CHEBI_140376	HP_0000217
CHEBI_60799	HP_0000217
CHEBI_7465	HP_0000217
CHEBI_94405	HP_0000217
CHEBI_46295	HP_0000217
CHEBI_60804 | CHEBI_50846	HP_0000217
CHEBI_176844	HP_0000217
CHEBI_90960	HP_0000217
CHEBI_33709	MONDO_0015760
CHEBI_42944	HP_0000016
CHEBI_9943	HP_0000132
CHEBI_9943	HP_0100608
CHEBI_5931	HP_0002615
CHEBI_63620	HP_0000016
PR_000036195	HP_0000016
CHEBI_5931	HP_0001271
CHEBI_135720	HP_0001949
CHEBI_90930	HP_0001266
CHEBI_63630	HP_0001266
CHEBI_6213 | CHEBI_28918	HP_0100845
PR_P35475	HP_0001945
CHEBI_50248	HP_0001945
CHEBI_81579	HP_0001945
CHEBI_85978	HP_0001945
PR_P04062	HP_0001945
