CHEBI_7565	PR_P05177
CHEBI_10023	PR_P33261
CHEBI_52717	PR_P33261
CHEBI_3125	PR_P11712
CHEBI_9588	PR_P33261
CHEBI_8060	PR_P10632
CHEBI_3764	PR_P11712
CHEBI_7496	PR_P08684
CHEBI_2896	PR_P08684
CHEBI_47519	PR_P08686
CHEBI_6030	PR_P08684
CHEBI_77069	PR_P10635
CHEBI_4754	PR_P33261
CHEBI_44032	PR_P08684
CHEBI_17688	PR_P11509
CHEBI_135737	PR_P08684
CHEBI_7459	PR_P10635
CHEBI_8405	PR_P05177
CHEBI_49575	PR_P08684
CHEBI_9948	PR_P08684
CHEBI_31624	PR_P33261
CHEBI_9720	PR_P10635
CHEBI_3348	PR_P11712
CHEBI_132922	PR_P11712
CHEBI_7825	PR_P33261
CHEBI_63619	PR_P05177
CHEBI_7565	PR_P08684
CHEBI_9168	PR_P08684
CHEBI_8673	PR_P11712
CHEBI_136007	PR_P10635
CHEBI_37924	PR_P11712
CHEBI_3219	PR_P33261
CHEBI_68639	PR_P15538
CHEBI_50692	PR_P08684
CHEBI_45980	PR_P10635
CHEBI_9448	PR_P10635
CHEBI_4031	PR_P08684
CHEBI_47381	PR_Q9HAW7
CHEBI_32215	PR_P33261
CHEBI_50730	PR_P10632
CHEBI_10033	PR_P08684
CHEBI_3764	PR_P33261
CHEBI_27953	PR_P10635
CHEBI_681848	PR_P10635
CHEBI_3348	PR_P08684
CHEBI_10023	PR_P11712
CHEBI_7862	PR_P10635
CHEBI_17698	PR_P08684
CHEBI_7772	PR_P05177
CHEBI_9168	PR_P11712
CHEBI_4562	PR_P08684
CHEBI_8871	PR_P10635
CHEBI_4659	PR_P05177
CHEBI_10100	PR_P08684
CHEBI_47519	PR_P15538
CHEBI_9241	PR_P33261
CHEBI_46081	PR_P33261
CHEBI_7640	PR_P33261
CHEBI_10033	PR_P11712
CHEBI_40009	PR_P08684
CHEBI_135737	PR_P11712
CHEBI_31687	PR_P10635
CHEBI_8060	PR_P08684
CHEBI_4315	PR_P11712
CHEBI_37924	PR_P08684
CHEBI_47381	PR_Q9HAW8
CHEBI_8772	PR_P11712
CHEBI_253342	PR_P05177
CHEBI_27882	PR_P08684
CHEBI_9566	PR_P33261
CHEBI_6413	PR_P19099
CHEBI_107736	PR_P10635
CHEBI_4513	PR_P11712
CHEBI_9757	PR_P33261
CHEBI_31578	PR_P33261
CHEBI_9325	PR_P05177
CHEBI_44241	PR_P19099
CHEBI_8060	PR_P33261
CHEBI_9566	PR_P05177
CHEBI_3545	PR_P10635
CHEBI_7550	PR_P11712
CHEBI_5138	PR_P05177
CHEBI_9757	PR_P11712
CHEBI_3738	PR_P10635
CHEBI_32223	PR_P33261
CHEBI_6076	PR_P08684
CHEBI_7494	PR_P08684
CHEBI_6923	PR_P11712
CHEBI_3647	PR_P10635
CHEBI_31515	PR_P10635
CHEBI_47780	PR_P10635
CHEBI_3720	PR_P10635
CHEBI_10100	PR_P11712
CHEBI_553827	PR_P10635
CHEBI_46081	PR_P08684
CHEBI_38561	PR_P11712
CHEBI_8060	PR_P10635
CHEBI_585948	PR_P11712
CHEBI_9588	PR_P10635
CHEBI_50199	PR_P05177
CHEBI_47381	PR_P22309
CHEBI_63632	PR_P08684
CHEBI_3738	PR_P33261
CHEBI_7825	PR_P08684
CHEBI_5693	PR_P05177
CHEBI_9753	PR_P11712
CHEBI_9753	PR_P19224
CHEBI_61049	PR_P08684
CHEBI_63617	PR_P10635
CHEBI_8459	PR_P10635
CHEBI_6919	PR_P08684
CHEBI_4325	PR_P08684
CHEBI_31360	PR_P10635
CHEBI_5132	PR_P05177
CHEBI_31687	PR_P33261
CHEBI_31687	PR_P11712
CHEBI_44241	PR_P08684
CHEBI_6920	PR_P08684
CHEBI_63621	PR_P08684
CHEBI_4754	PR_P11712
CHEBI_3720	PR_P08684
CHEBI_6532	PR_P10635
CHEBI_47519	PR_P08684
CHEBI_31687	PR_P08684
CHEBI_48273	PR_P10635
CHEBI_7856	PR_P33261
CHEBI_2663	PR_P08684
CHEBI_47519	PR_P05108
CHEBI_6402	PR_P05177
CHEBI_4754	PR_P08684
CHEBI_46081	PR_P11712
CHEBI_4754	PR_P05177
CHEBI_9325	PR_P33261
CHEBI_3238	PR_P10635
CHEBI_63619	PR_P10635
CHEBI_9249	PR_P10635
CHEBI_9620	PR_P33261
CHEBI_3764	PR_P08684
CHEBI_6874	PR_P10635
CHEBI_9588	PR_P20813
CHEBI_8435	PR_P10635
CHEBI_7936	PR_P10635
CHEBI_3753	PR_P10635
CHEBI_7575	PR_P33261
CHEBI_51164	PR_P10635
CHEBI_7550	PR_P08684
CHEBI_3223	PR_P08684
CHEBI_7582	PR_P33261
CHEBI_9325	PR_P11712
CHEBI_47519	PR_P19099
CHEBI_4672	PR_P08684
CHEBI_9325	PR_P10635
CHEBI_9168	PR_P33261
CHEBI_6919	PR_P11712
CHEBI_6538	PR_P33261
CHEBI_37941	PR_P20813
CHEBI_9249	PR_P33261
CHEBI_37924	PR_P05177
CHEBI_9325	PR_P08684
CHEBI_3181	PR_P08684
CHEBI_8081	PR_P10635
CHEBI_4910	PR_P19099
CHEBI_135370	PR_P10635
CHEBI_28462	PR_P10635
CHEBI_6820	PR_P10635
CHEBI_4754	PR_P10635
CHEBI_2687	PR_P10635
CHEBI_7825	PR_P11712
CHEBI_101278	PR_P08684
CHEBI_52010	PR_P10635
CHEBI_77032	PR_P10635
CHEBI_4910	PR_P15538
CHEBI_31401	PR_P11712
CHEBI_9588	PR_P11509
CHEBI_31859	PR_P05177
CHEBI_135590	PR_P10635
CHEBI_44915	PR_P11712
CHEBI_6762	PR_P10635
CHEBI_41423	PR_P10635
CHEBI_8426	PR_Q9HAW7
CHEBI_10093	PR_P10635
CHEBI_480999	PR_P08684
CHEBI_68639	PR_P19099
CHEBI_68639	PR_P08684
CHEBI_4026	PR_P08684
CHEBI_9652	PR_P11509
CHEBI_6149	PR_P10635
CHEBI_9123	PR_P33261
CHEBI_7465	PR_P10635
CHEBI_44241	PR_P15538
CHEBI_5296	PR_P10632
CHEBI_3545	PR_P20815
CHEBI_3374	PR_P05177
CHEBI_9453	PR_P51589
CHEBI_4638	PR_P10635
CHEBI_9546	PR_P10635
CHEBI_64022	PR_P10635
CHEBI_68595	PR_P08684
CHEBI_136049	PR_P08684
CHEBI_50122	PR_P10632
CHEBI_63660	PR_Q8TCC7
CHEBI_73275	PR_P08684
CHEBI_28445	PR_P08684
CHEBI_47657	PR_P05177
PC_3009355	PR_P08684
CHEBI_63632	PR_Q9UNQ0
CHEBI_136049	PR_P10635
CHEBI_3558	PR_Q9UNQ0
CHEBI_135949	PR_P33261
CHEBI_6931	PR_P08684
CHEBI_36796	PR_P10635
CHEBI_3558	PR_P10632
CHEBI_3655	PR_P05177
CHEBI_66910	PR_P08684
CHEBI_70735	PR_P08684
CHEBI_31547	PR_P08684
CHEBI_72297	PR_P08684
CHEBI_72297	PR_P05177
CHEBI_68558	PR_P08684
CHEBI_87681	PR_P10635
CHEBI_71200	PR_P08684
CHEBI_31236	PR_P08684
CHEBI_68534	PR_P08684
CHEBI_66901	PR_P08684
CHEBI_52172	PR_P08684
CHEBI_38545	PR_Q9UNQ0
CHEBI_72297	PR_P20813
CHEBI_68621	PR_Q9UNQ0
CHEBI_71940	PR_P08684
PC_3009355	PR_P11712
CHEBI_9139	PR_P08684
CHEBI_38561	PR_P08684
PC_3009355	PR_P20815
CHEBI_72289	PR_P22309
CHEBI_71200	PR_P33261
CHEBI_65173	PR_P10635
CHEBI_135920	PR_P10635
CHEBI_66876	PR_P08684
CHEBI_68621	PR_P08684
CHEBI_9398	PR_P10635
CHEBI_48390	PR_P08684
CHEBI_38545	PR_Q8TCC7
CHEBI_135853	PR_P08684
CHEBI_63629	PR_P05177
CHEBI_49603	PR_P08684
CHEBI_66910	PR_Q9UNQ0
CHEBI_50122	PR_P11712
CHEBI_71272	PR_P20815
CHEBI_49603	PR_Q9UNQ0
CHEBI_32020	PR_P35503
CHEBI_9398	PR_P08684
CHEBI_48390	PR_P05177
CHEBI_135929	PR_P08684
CHEBI_38545	PR_P11712
CHEBI_8107	PR_P05177
CHEBI_50659	PR_P08684
CHEBI_6541	PR_P08684
CHEBI_71272	PR_P08684
CHEBI_8107	PR_P10632
CHEBI_31528	PR_P51589
CHEBI_32246	PR_P08684
CHEBI_8107	PR_P11712
CHEBI_135967	PR_P08684
CHEBI_49603	PR_P20815
CHEBI_39112	PR_P08684
CHEBI_72297	PR_P10632
CHEBI_32020	PR_P11712
CHEBI_82960	PR_Q9UNQ0
CHEBI_7772	PR_P08684
CHEBI_68478	PR_P08684
CHEBI_68534	PR_P10632
CHEBI_66910	PR_P33261
CHEBI_68579	PR_P08684
CHEBI_8707	PR_P08684
CHEBI_8768	PR_P33261
CHEBI_72297	PR_P33261
CHEBI_51141	PR_P08684
CHEBI_31528	PR_P08684
CHEBI_38561	PR_Q9UNQ0
CHEBI_8228	PR_P10632
CHEBI_66910	PR_P05177
CHEBI_7772	PR_P10632
CHEBI_32020	PR_P10632
CHEBI_2569	PR_P08684
CHEBI_36796	PR_P05177
CHEBI_9168	PR_P20815
CHEBI_87681	PR_P08684
CHEBI_135949	PR_P08684
CHEBI_66910	PR_P22309
CHEBI_8805	PR_P08684
CHEBI_681850	PR_P08684
CHEBI_49575	PR_P33261
CHEBI_135920	PR_P08684
CHEBI_8107	PR_P33261
CHEBI_367163	PR_P08684
CHEBI_9139	PR_P11712
CHEBI_73275	PR_P33261
CHEBI_32020	PR_P16662
CHEBI_68579	PR_Q9UNQ0
CHEBI_65173	PR_P08684
CHEBI_9139	PR_Q9UNQ0
CHEBI_8890	PR_P05177
CHEBI_135929	PR_P16662
CHEBI_68579	PR_P51589
CHEBI_8805	PR_P10632
CHEBI_32020	PR_Q9UNQ0
CHEBI_601027	PR_P08684
CHEBI_8228	PR_P08684
CHEBI_72289	PR_P08684
CHEBI_7496	PR_P33261
CHEBI_8107	PR_P10635
CHEBI_47657	PR_P08684
CHEBI_8768	PR_P08684
CHEBI_9467	PR_P10635
CHEBI_8228	PR_P04798
CHEBI_49603	PR_P10632
CHEBI_31236	PR_P10635
CHEBI_3655	PR_P05181
CHEBI_63608	PR_P08684
CHEBI_82960	PR_P22309
CHEBI_6375	PR_P08684
CHEBI_27732	PR_P05177
CHEBI_38561	PR_P10632
CHEBI_5050	PR_Q8TCC7
CHEBI_135929	PR_P00352
CHEBI_49603	PR_P33261
CHEBI_73275	PR_P11712
CHEBI_68606	PR_P08684
CHEBI_63660	PR_Q9UNQ0
CHEBI_8107	PR_P05181
CHEBI_8107	PR_P11509
CHEBI_3558	PR_P08684
CHEBI_48390	PR_P10635
CHEBI_38561	PR_Q9Y6L6
CHEBI_32020	PR_Q9NPD5
CHEBI_45783	PR_P08183
CHEBI_3732	PR_P08684
CHEBI_10119	PR_P08684
CHEBI_601027	PR_P08183
CHEBI_63660	PR_Q9Y6L6
CHEBI_36791	PR_P33261
CHEBI_9168	PR_P08183
PC_64718	PR_P08684
CHEBI_64355	PR_P08183
CHEBI_8028	PR_P10635
CHEBI_135949	PR_P08183
CHEBI_41774	PR_P20815
CHEBI_80603	PR_P10635
CHEBI_52172	PR_P08183
CHEBI_68478	PR_P08183
CHEBI_6757	PR_P33261
CHEBI_101278	PR_P20815
CHEBI_63608	PR_P08183
CHEBI_7915	PR_P08684
CHEBI_9654	PR_P08684
CHEBI_51450	PR_Q9Y6L6
CHEBI_28593	PR_P08684
CHEBI_10119	PR_P05177
CHEBI_6950	PR_P05177
CHEBI_7915	PR_P33261
CHEBI_9150	PR_P08684
CHEBI_80630	PR_Q9Y6L6
PC_213023	PR_P08183
CHEBI_10125	PR_P08684
PC_64718	PR_Q9Y6L6
CHEBI_8028	PR_P05177
CHEBI_41774	PR_P08684
CHEBI_36792	PR_P33261
CHEBI_38545	PR_Q9Y6L6
CHEBI_28077	PR_Q9Y6L6
CHEBI_36792	PR_P10635
CHEBI_49040	PR_Q9Y6L6
CHEBI_9943	PR_P10635
CHEBI_53760	PR_P08684
PC_12449426	PR_P10635
CHEBI_2611	PR_P20815
CHEBI_135533	PR_P08183
CHEBI_63632	PR_P08183
CHEBI_48416	PR_Q9Y6L6
CHEBI_45863	PR_P10632
CHEBI_5138	PR_P10635
CHEBI_39548	PR_Q9NPD5
CHEBI_7735	PR_P10635
CHEBI_4551	PR_P08183
CHEBI_38545	PR_Q9NPD5
CHEBI_71272	PR_P08183
CHEBI_6950	PR_P08684
CHEBI_40237	PR_P08183
CHEBI_70752	PR_P08183
CHEBI_8212	PR_P08684
CHEBI_40303	PR_P08684
PC_11369918	PR_P08684
PC_10114519	PR_P08684
CHEBI_3219	PR_P20813
CHEBI_3766	PR_P10635
CHEBI_8028	PR_P08684
CHEBI_36792	PR_P08684
CHEBI_39548	PR_P20815
CHEBI_5441	PR_Q9Y6L6
CHEBI_32246	PR_P08183
CHEBI_10102	PR_P08684
CHEBI_48416	PR_Q9NPD5
CHEBI_6375	PR_P20815
CHEBI_6950	PR_P10635
CHEBI_3766	PR_P08684
CHEBI_6950	PR_P20815
CHEBI_8768	PR_P20815
CHEBI_3766	PR_P05177
CHEBI_27882	PR_P08183
CHEBI_3723	PR_P33261
CHEBI_9943	PR_P08684
CHEBI_36791	PR_P10635
PC_119265	PR_P08684
CHEBI_9927	PR_Q9NPD5
CHEBI_32020	PR_Q9Y6L6
PC_14391644	PR_P10635
CHEBI_8871	PR_P08684
CHEBI_49603	PR_P08183
CHEBI_5613	PR_P08684
PC_129734485	PR_P08684
CHEBI_8212	PR_P10635
CHEBI_87681	PR_P08183
CHEBI_8028	PR_P33261
CHEBI_119915	PR_P08684
CHEBI_41774	PR_P11712
CHEBI_5050	PR_P08183
CHEBI_41774	PR_P10635
CHEBI_28177	PR_P05177
CHEBI_41423	PR_P11712
CHEBI_31859	PR_P08684
CHEBI_135810	PR_Q9Y6L6
CHEBI_39548	PR_Q9Y6L6
CHEBI_8805	PR_Q9Y6L6
CHEBI_36791	PR_P08684
CHEBI_6931	PR_P20815
CHEBI_3723	PR_P08684
CHEBI_9927	PR_Q9Y6L6
CHEBI_10125	PR_P20815
