drug_obo_id	ind_obo_id
CHEBI_2930	MONDO_0008383
CHEBI_135956	MONDO_0004981
CHEBI_3219	MONDO_0002050
CHEBI_31206	MONDO_0005709
CHEBI_55346	MONDO_0044070
CHEBI_72312	MONDO_0006640|MONDO_0018912
CHEBI_39112	MONDO_0006115
CHEBI_135951	MONDO_0005921
CHEBI_135951	MONDO_0005920
CHEBI_135948	MONDO_0018556
CHEBI_63606	MONDO_0001700
CHEBI_135915	MONDO_0005233
CHEBI_5062	MONDO_0005233
CHEBI_9168	MONDO_0005233
CHEBI_64310	MONDO_0005233
CHEBI_2704	MONDO_0005233
CHEBI_31677	MONDO_0008383
CHEBI_6801	MONDO_0005233
CHEBI_145705	MONDO_0002307
CHEBI_31414	MONDO_0002406
CHEBI_31677	MONDO_0004979
CHEBI_31677	MONDO_0015129
CHEBI_31677	MONDO_0015253
CHEBI_31677	MONDO_0009691
CHEBI_31677	MONDO_0000004
CHEBI_31677	MONDO_0007179
CHEBI_31677	MONDO_0020108
CHEBI_50667	MONDO_0005011
CHEBI_52154	MONDO_0005119
CHEBI_52154	MONDO_0006941
CHEBI_52154	MONDO_0001714
CHEBI_60799	MONDO_0002050
CHEBI_45716	MONDO_0005233
CHEBI_60652	MONDO_0005233
CHEBI_53258	MONDO_0005709
CHEBI_3077	MONDO_0005011
CHEBI_6640	MONDO_0008383
CHEBI_64735	MONDO_0004985
CHEBI_5134	MONDO_0004979
CHEBI_74899	MONDO_0004979
CHEBI_80630	MONDO_0005233
CHEBI_50924	MONDO_0005233
CHEBI_135227	MONDO_0002050
CHEBI_36162	MONDO_0005233
CHEBI_68647	MONDO_0041448
CHEBI_15354	MONDO_0008383
CHEBI_6888	MONDO_0005233
CHEBI_135765	MONDO_0005233
CHEBI_8378	MONDO_0005233
CHEBI_135702	MONDO_0005233
CHEBI_49375	MONDO_0005233
CHEBI_31625	MONDO_0005642
CHEBI_17682	MONDO_0023597
CHEBI_17933	MONDO_0006946
CHEBI_17823	MONDO_0006946
CHEBI_7596	MONDO_0001133
CHEBI_17682	MONDO_0045011
CHEBI_71019	MONDO_0011996
CHEBI_35864	MONDO_0008383
CHEBI_78543	MONDO_0011996
CHEBI_71200	MONDO_0008383
CHEBI_35847	MONDO_0008383
CHEBI_5100	MONDO_0005233
CHEBI_34916	MONDO_0004525
CHEBI_39098	MONDO_0001794
CHEBI_39098	MONDO_0003471
CHEBI_39397	MONDO_0003471
CHEBI_39397	MONDO_0001794
CHEBI_39098	MONDO_0003482
CHEBI_31348	MONDO_0041448
CHEBI_125612	MONDO_0004975
CHEBI_75037	MONDO_0004979
CHEBI_79041	MONDO_0004979
CHEBI_480999	MONDO_0005233
CHEBI_5530	MONDO_0002307
CHEBI_35022	MONDO_0002026
CHEBI_134729	MONDO_0006896
CHEBI_71940	MONDO_0005233
CHEBI_5801	MONDO_0005233
CHEBI_63606	MONDO_0005233
CHEBI_45906	MONDO_0005233
CHEBI_51052	MONDO_0005233
CHEBI_134728	MONDO_0002050
CHEBI_78540	MONDO_0011849
CHEBI_3387	MONDO_0005754
CHEBI_31689	MONDO_0008383
CHEBI_94615	MONDO_0004979
CHEBI_94615	MONDO_0003781
CHEBI_90879	MONDO_0021063
CHEBI_27791	MONDO_0006733
CHEBI_3387	MONDO_0005384
CHEBI_94615	MONDO_0004995
CHEBI_85164	MONDO_0005233
CHEBI_83766	MONDO_0002229
CHEBI_85176	MONDO_0001051
CHEBI_90936	MONDO_0005233
CHEBI_94484	MONDO_0005709
CHEBI_408174	MONDO_0005607
CHEBI_39585	MONDO_0001945
CHEBI_4875	MONDO_0008383
CHEBI_4875	MONDO_0011849
CHEBI_16828	MONDO_0005233
CHEBI_63791	MONDO_0005233
CHEBI_3398	MONDO_0005709
CHEBI_50131	MONDO_0005233
CHEBI_27470	MONDO_0005233
CHEBI_41879	MONDO_0005233
CHEBI_90863	MONDO_0020804
CHEBI_45783	MONDO_0005233
CHEBI_8378	MONDO_0005011
CHEBI_31360	MONDO_0021063
CHEBI_3423	MONDO_0002501
CHEBI_135923	MONDO_0010526
CHEBI_2659	MONDO_0005233
CHEBI_133023	MONDO_0006733
CHEBI_16217	MONDO_0006678
CHEBI_95341	MONDO_0008383
CHEBI_46195	MONDO_0005709
CHEBI_78432	MONDO_0005233
CHEBI_2038	MONDO_0005233
CHEBI_30746	HP_0100324
CHEBI_95341	MONDO_0005340
CHEBI_63452	MONDO_0020333
CHEBI_27470	HP_0005584
CHEBI_3480	MONDO_0020920
CHEBI_50131	HP_0005584
CHEBI_474053	MONDO_0004652
CHEBI_177758	MONDO_0004652
CHEBI_143117	MONDO_0005233
CHEBI_8711	HP_0005584
CHEBI_478164	MONDO_0040732
CHEBI_91408	MONDO_0009692
CHEBI_472657	MONDO_0003781
CHEBI_9168	HP_0005584
CHEBI_63616	HP_0005584
CHEBI_66910	HP_0005584
CHEBI_6888	MONDO_0005011
CHEBI_472657	MONDO_0001080
CHEBI_90227	MONDO_0008077|MONDO_0018975
CHEBI_3491	HP_0002754
CHEBI_192617	MONDO_0003471
CHEBI_204928	MONDO_0004652
CHEBI_6801	HP_0005584
CHEBI_68478	HP_0005584
CHEBI_204928	MONDO_0006753
CHEBI_3499	MONDO_0020920
CHEBI_3499	MONDO_0004652
CHEBI_135135	MONDO_0005644
CHEBI_3499	MONDO_0004264
CHEBI_209807	MONDO_0004264
CHEBI_209807	MONDO_0020920
CHEBI_3504	MONDO_0004652
CHEBI_209807	MONDO_0001080
CHEBI_209807	MONDO_0004652
CHEBI_3504	MONDO_0001080
CHEBI_3508	MONDO_0004652
CHEBI_3508	MONDO_0020920
CHEBI_3506	MONDO_0003781
CHEBI_38940	HP_0005584
CHEBI_553473	MONDO_0020920
CHEBI_553473	MONDO_0001080
CHEBI_71219	HP_0005584
CHEBI_29007	MONDO_0001080
CHEBI_29007	MONDO_0006753
CHEBI_553473	MONDO_0004264
CHEBI_29007	MONDO_0020920
CHEBI_29007	MONDO_0004652
CHEBI_3515	MONDO_0020920
CHEBI_3515	MONDO_0004652
CHEBI_3515	MONDO_0001080
CHEBI_29007	MONDO_0004264
CHEBI_3515	MONDO_0004264
CHEBI_41423	MONDO_0008383
CHEBI_5801	HP_0005584
CHEBI_114785	HP_0005584
CHEBI_554446	MONDO_0020920
CHEBI_8378	HP_0005584
CHEBI_45863	HP_0005584
CHEBI_39501	HP_0005584
CHEBI_4027	HP_0005584
CHEBI_85994	HP_0005584
CHEBI_3561	MONDO_0005709
CHEBI_94402	MONDO_0005709
CHEBI_50924	HP_0005584
CHEBI_2038	HP_0005584
CHEBI_8499	HP_0005584
CHEBI_8382	HP_0005584
CHEBI_4672	HP_0005584
CHEBI_6888	HP_0005584
CHEBI_52010	MONDO_0005709
CHEBI_17698	MONDO_0024472
CHEBI_3638	MONDO_0001943
CHEBI_3638	MONDO_0001601
CHEBI_3638	MONDO_0005921
CHEBI_3638	MONDO_0005920
CHEBI_57589	MONDO_0004975
CHEBI_16347	MONDO_0004975
CHEBI_31397	MONDO_0004979
CHEBI_3697	MONDO_0004652
CHEBI_31444	MONDO_0003781
CHEBI_68637	HP_0005584
CHEBI_453011	MONDO_0000879
CHEBI_3699	MONDO_0019610
CHEBI_3697	MONDO_0006635
CHEBI_192484	MONDO_0001080
CHEBI_192484	MONDO_0004652
CHEBI_192484	MONDO_0020920
CHEBI_28939	MONDO_0004822
CHEBI_77397	MONDO_0002050
CHEBI_28939	MONDO_0003781
CHEBI_192484	MONDO_0040732
CHEBI_192484	MONDO_0005119
CHEBI_28939	MONDO_0019065
CHEBI_192484	MONDO_0041095
CHEBI_53773	MONDO_0004981
CHEBI_3732	MONDO_0004652
CHEBI_48947	MONDO_0020920
CHEBI_48947	MONDO_0004652
CHEBI_91327	HP_0005584
CHEBI_135765	HP_0005584
CHEBI_3732	MONDO_0002186
CHEBI_79699	HP_0005584
CHEBI_63791	HP_0005584
CHEBI_16714	MONDO_0005709
CHEBI_3764	MONDO_0000879
CHEBI_3764	MONDO_0005886
CHEBI_59662	MONDO_0020920
CHEBI_3897	MONDO_0004979
CHEBI_72317	HP_0005584
CHEBI_2038	MONDO_0005096
CHEBI_45863	MONDO_0005096
CHEBI_3897	MONDO_0015129
CHEBI_3897	MONDO_0015253
CHEBI_3897	MONDO_0009691
CHEBI_3897	MONDO_0002471
CHEBI_3897	MONDO_0041095
CHEBI_3897	MONDO_0004577
CHEBI_3897	MONDO_0020108
CHEBI_3897	MONDO_0018479
CHEBI_15365	MONDO_0008383
CHEBI_3897	MONDO_0008383
CHEBI_59773	MONDO_0004979
CHEBI_15365	MONDO_0005709
CHEBI_30746	MONDO_0005096
CHEBI_3897	MONDO_0002307
CHEBI_3897	MONDO_0005848
CHEBI_3897	MONDO_0002406
CHEBI_3897	MONDO_0011849
CHEBI_3897	MONDO_0001198
CHEBI_3897	MONDO_0000004
CHEBI_3897	MONDO_0007179
CHEBI_59773	MONDO_0002313
CHEBI_17561	MONDO_0004822
CHEBI_17561	MONDO_0003781
CHEBI_3994	MONDO_0005709
CHEBI_4031	MONDO_0006733
CHEBI_31439	MONDO_0004525
CHEBI_4672	MONDO_0005096
CHEBI_22907	MONDO_0005096
CHEBI_46345	MONDO_0005096
CHEBI_49603	MONDO_0005096
CHEBI_27899	MONDO_0005096
CHEBI_31355	MONDO_0005096
CHEBI_4027	MONDO_0004989|MONDO_0015870
CHEBI_94688	MONDO_0037748
CHEBI_4031	MONDO_0000948
CHEBI_4027	MONDO_0009691
CHEBI_17561	MONDO_0019065
CHEBI_4392	MONDO_0003781
CHEBI_4392	MONDO_0001080
CHEBI_135152	MONDO_0002050
CHEBI_47781	MONDO_0002050
CHEBI_9437	MONDO_0005096
CHEBI_49375	MONDO_0006115
CHEBI_4392	MONDO_0005631
CHEBI_4392	MONDO_0005119
CHEBI_4392	MONDO_0004264
CHEBI_4392	MONDO_0005683
CHEBI_41879	MONDO_0004979
CHEBI_291342	MONDO_0005709
CHEBI_8499	MONDO_0005045
CHEBI_35553	MONDO_0005045
CHEBI_83168	MONDO_0005709
CHEBI_61390	MONDO_0005096
CHEBI_6801	MONDO_0005096
CHEBI_41879	MONDO_0002307
CHEBI_41879	MONDO_0001198
CHEBI_41879	MONDO_0009691
CHEBI_4450	MONDO_0010602
CHEBI_291342	MONDO_0006526
CHEBI_90241	MONDO_0006474
CHEBI_45863	MONDO_0006474
CHEBI_27504	MONDO_0006474
CHEBI_41879	MONDO_0020108
CHEBI_41879	MONDO_0008383
CHEBI_41879	MONDO_0015129
CHEBI_41879	MONDO_0005848
CHEBI_28502	MONDO_0011057
CHEBI_92338	MONDO_0011057
CHEBI_91817	MONDO_0011057
CHEBI_41879	MONDO_0011849
CHEBI_41879	MONDO_0015253
CHEBI_41879	MONDO_0006651
CHEBI_41879	MONDO_0002471
CHEBI_41879	MONDO_0041095
CHEBI_41879	MONDO_0000004
CHEBI_41879	MONDO_0004577
CHEBI_41879	MONDO_0007243|MONDO_0020511
CHEBI_47381	MONDO_0008383
CHEBI_4470	MONDO_0005709
CHEBI_17076	MONDO_0001797
CHEBI_7731	MONDO_0001797
CHEBI_135772	MONDO_0001797
CHEBI_50694	MONDO_0001797
CHEBI_29013	MONDO_0001797
CHEBI_102484	MONDO_0001797
CHEBI_4392	MONDO_0001797
CHEBI_100246	MONDO_0001797
CHEBI_2955	MONDO_0001797
CHEBI_29007	MONDO_0001797
CHEBI_192484	MONDO_0001797
CHEBI_27373	MONDO_0041008
CHEBI_135205	MONDO_0011057
CHEBI_2453	MONDO_0005700
CHEBI_39669	MONDO_0008383
CHEBI_101278	MONDO_0004981
CHEBI_4551	MONDO_0004981
CHEBI_135276	MONDO_0005709
CHEBI_101278	MONDO_0006021
CHEBI_4518	MONDO_0001932
CHEBI_4601	MONDO_0005644
CHEBI_3207	MONDO_0005388
CHEBI_9907	MONDO_0005388
CHEBI_4527	MONDO_0016566
CHEBI_44915	MONDO_0004789
CHEBI_17630	MONDO_0004789
CHEBI_6121	MONDO_0004789
CHEBI_474053	MONDO_0004789
CHEBI_9321	MONDO_0004789
CHEBI_28971	MONDO_0004789
CHEBI_42355	MONDO_0004789
CHEBI_29013	MONDO_0004789
CHEBI_4653	MONDO_0004981
CHEBI_474014	MONDO_0003781
CHEBI_29013	MONDO_0015766
CHEBI_50694	MONDO_0015766
CHEBI_9421	HP_0001082
CHEBI_134719	HP_0001082
CHEBI_135928	HP_0001082
CHEBI_16755	MONDO_0012672
CHEBI_9907	MONDO_0012672
CHEBI_16359	MONDO_0012672
CHEBI_4672	MONDO_0004989|MONDO_0015870
CHEBI_18145	MONDO_0001751
CHEBI_9328	MONDO_0004674
CHEBI_5001	MONDO_0005388
CHEBI_80756	MONDO_0001650
CHEBI_31000	MONDO_0043653
CHEBI_145499	MONDO_0004975
CHEBI_4681	MONDO_0004981
CHEBI_4710	MONDO_0002050
CHEBI_50845	MONDO_0001080
CHEBI_50845	MONDO_0004215
CHEBI_50845	MONDO_0015766
CHEBI_50845	MONDO_0001797
CHEBI_28748	MONDO_0004989|MONDO_0015870
CHEBI_28748	MONDO_0002108
CHEBI_50845	MONDO_0005631
CHEBI_50845	MONDO_0005119
CHEBI_50845	MONDO_0005683
CHEBI_28748	MONDO_0007243|MONDO_0020511
CHEBI_4728	MONDO_0004979
CHEBI_51380	MONDO_0005709
CHEBI_50845	MONDO_0004652
CHEBI_50845	MONDO_0003781
CHEBI_50845	MONDO_0001125
CHEBI_50845	MONDO_0024472
CHEBI_31623	MONDO_0001280
CHEBI_5108	MONDO_0001280
CHEBI_50845	MONDO_0005664
CHEBI_50845	MONDO_0005680
CHEBI_50838	MONDO_0001932
CHEBI_50845	MONDO_0004264
CHEBI_36795	MONDO_0004160
CHEBI_77363	MONDO_0004981
CHEBI_8774	MONDO_0004981
CHEBI_82873	MONDO_0000879
CHEBI_79041	MONDO_0005607
CHEBI_5134	MONDO_0005607
CHEBI_7459	MONDO_0009691
CHEBI_4753	MONDO_0004896
CHEBI_50692	MONDO_0002050
CHEBI_74899	MONDO_0005607
CHEBI_90960	MONDO_0005607
CHEBI_2955	MONDO_0005607
CHEBI_50692	MONDO_0004975
CHEBI_37941	MONDO_0004981
CHEBI_29007	MONDO_0004985
CHEBI_135789	MONDO_0005607
CHEBI_4325	MONDO_0008219
CHEBI_15640	MONDO_0003060|MONDO_0015116|MONDO_0017631
CHEBI_46345	MONDO_0003060|MONDO_0015116|MONDO_0017631
CHEBI_7872	MONDO_0004985
CHEBI_4728	MONDO_0005607
CHEBI_49375	MONDO_0011996
CHEBI_9168	MONDO_0009692
CHEBI_168396	MONDO_0009692
CHEBI_31236	MONDO_0004985
CHEBI_2955	MONDO_0002307
CHEBI_18357	MONDO_0004907
CHEBI_6067	MONDO_0004975
CHEBI_61390	MONDO_0005233
CHEBI_134802	MONDO_0005607
CHEBI_2549	MONDO_0004979
CHEBI_6367	MONDO_0004985
CHEBI_39867	MONDO_0004985
CHEBI_41423	MONDO_0001509
CHEBI_6073	MONDO_0004985
CHEBI_68478	MONDO_0006474
CHEBI_32599	MONDO_0004979
CHEBI_75037	MONDO_0005607
CHEBI_27732	HP_0012199
CHEBI_8069	HP_0012199
CHEBI_10650	HP_0012199
CHEBI_15428	MONDO_0043653
CHEBI_87690	MONDO_0004981
CHEBI_31355	MONDO_0003210
CHEBI_30769	MONDO_0005578
CHEBI_48339	MONDO_0005706
CHEBI_4562	HP_0012199
CHEBI_64318	HP_0012199
CHEBI_6367	MONDO_0008077|MONDO_0018975
CHEBI_68579	MONDO_0004981
CHEBI_7735	MONDO_0004985
CHEBI_9123	MONDO_0005706
CHEBI_2682	MONDO_0005706
CHEBI_6076	MONDO_0005706
CHEBI_64355	MONDO_0005706
CHEBI_27565	MONDO_0005101|MONDO_0009960
CHEBI_17650	MONDO_0005101|MONDO_0009960
CHEBI_3764	MONDO_0005101|MONDO_0009960
CHEBI_6121	MONDO_0002050
CHEBI_50694	MONDO_0002050
CHEBI_61049	MONDO_0005101|MONDO_0009960
CHEBI_8356	MONDO_0004976
CHEBI_80630	MONDO_0003060|MONDO_0015116|MONDO_0017631
CHEBI_31348	MONDO_0003060|MONDO_0015116|MONDO_0017631
CHEBI_7862	MONDO_0005709
CHEBI_68478	MONDO_0005233
CHEBI_17347	HP_0000028
CHEBI_68637	MONDO_0019065
CHEBI_15956	MONDO_0004981
CHEBI_4027	MONDO_0019210
CHEBI_9150	MONDO_0004985
CHEBI_149226	MONDO_0004979
CHEBI_85990	MONDO_0005233
CHEBI_77260	MONDO_0005011
CHEBI_9667	MONDO_0005578
CHEBI_74947	MONDO_0008383
CHEBI_68637	MONDO_0006651
CHEBI_40303	MONDO_0008383
CHEBI_27882	MONDO_0004981
CHEBI_28876	MONDO_0003210
CHEBI_45783	MONDO_0011996
CHEBI_5931	MONDO_0004979
CHEBI_6076	MONDO_0004975
CHEBI_50924	MONDO_0003060|MONDO_0015116|MONDO_0017631
CHEBI_31941	MONDO_0003060|MONDO_0015116|MONDO_0017631
CHEBI_85161	MONDO_0000956
CHEBI_28901	MONDO_0019148
CHEBI_4027	MONDO_0019148
CHEBI_50845	MONDO_0009691
CHEBI_6504	MONDO_0002050
CHEBI_7553	MONDO_0005101|MONDO_0009960
CHEBI_18067	MONDO_0005101|MONDO_0009960
CHEBI_77260	MONDO_0005101|MONDO_0009960
CHEBI_135679	MONDO_0005642
CHEBI_3183	MONDO_0005642
CHEBI_94402	MONDO_0005642
CHEBI_8461	MONDO_0005642
CHEBI_71204	MONDO_0005642
CHEBI_80680	MONDO_0005642
CHEBI_8378	MONDO_0005642
CHEBI_2896	MONDO_0005642
CHEBI_3398	MONDO_0005642
CHEBI_17650	MONDO_0005642
CHEBI_8065	MONDO_0005642
CHEBI_83168	MONDO_0005642
CHEBI_135939	MONDO_0008383
CHEBI_59269	MONDO_0005642
CHEBI_3738	MONDO_0005642
CHEBI_134936	MONDO_0005642
CHEBI_31784	MONDO_0005642
CHEBI_5050	MONDO_0005642
CHEBI_2950	MONDO_0005642
CHEBI_68637	MONDO_0005642
CHEBI_51230	MONDO_0004907
CHEBI_63611	MONDO_0004979
CHEBI_66910	MONDO_0005233
CHEBI_15407	MONDO_0005642
CHEBI_5855	MONDO_0005709
CHEBI_4653	MONDO_0008383
CHEBI_68642	MONDO_0018479
CHEBI_64064	MONDO_0004979
CHEBI_51450	MONDO_0004979
CHEBI_3561	MONDO_0005642
CHEBI_3897	MONDO_0005642
CHEBI_6538	MONDO_0005642
CHEBI_8228	MONDO_0004979
CHEBI_51380	MONDO_0005642
CHEBI_50131	MONDO_0009692
CHEBI_38940	MONDO_0009692
CHEBI_63606	MONDO_0008383
CHEBI_8871	MONDO_0004975
CHEBI_63082	MONDO_0004975
CHEBI_46195	MONDO_0008383
CHEBI_4027	MONDO_0008219
CHEBI_51209	MONDO_0005642
CHEBI_52010	MONDO_0005642
CHEBI_63598	MONDO_0006668
CHEBI_45924	MONDO_0006668
CHEBI_7731	MONDO_0006668
CHEBI_17833	MONDO_0006668
CHEBI_8378	MONDO_0006668
CHEBI_192484	MONDO_0006668
CHEBI_145705	MONDO_0006668
CHEBI_28864	MONDO_0006668
CHEBI_6888	MONDO_0001509
CHEBI_135765	MONDO_0001509
CHEBI_8378	MONDO_0001509
CHEBI_59773	MONDO_0004976
CHEBI_6801	MONDO_0004981
CHEBI_28001	MONDO_0004652
CHEBI_28864	MONDO_0004652
CHEBI_43968	MONDO_0004652
CHEBI_63607	MONDO_0004652
CHEBI_2955	MONDO_0004979
CHEBI_68637	MONDO_0001051
CHEBI_41879	MONDO_0001051
CHEBI_133011	MONDO_0006668
CHEBI_5530	MONDO_0006668
CHEBI_5280	MONDO_0006668
CHEBI_27902	MONDO_0006668
CHEBI_135622	MONDO_0006668
CHEBI_29013	MONDO_0006668
CHEBI_38940	MONDO_0005233
CHEBI_135928	MONDO_0005649
CHEBI_48947	MONDO_0005649
CHEBI_2676	MONDO_0005649
CHEBI_43968	MONDO_0005649
CHEBI_63611	MONDO_0006668
CHEBI_8380	MONDO_0006668
CHEBI_45863	MONDO_0003060|MONDO_0015116|MONDO_0017631
CHEBI_168396	MONDO_0008383
CHEBI_4027	MONDO_0008383
CHEBI_50122	MONDO_0004975
CHEBI_2955	MONDO_0006668
CHEBI_64073	MONDO_0004975
CHEBI_69478	MONDO_0004985
CHEBI_100246	MONDO_0006668
CHEBI_9570	MONDO_0011996
CHEBI_28901	MONDO_0011996
CHEBI_4027	MONDO_0011996
CHEBI_59773	MONDO_0002308
CHEBI_114785	MONDO_0005096
CHEBI_9168	MONDO_0005096
CHEBI_32588	HP_0002019
CHEBI_131391	HP_0002019
CHEBI_17268	MONDO_0004975
CHEBI_6128	HP_0100607
CHEBI_6888	HP_0100665
CHEBI_64312	MONDO_0004975
CHEBI_37585	HP_0002019
CHEBI_534	HP_0002019
CHEBI_17754	HP_0002019
CHEBI_31459	HP_0002019
CHEBI_3125	HP_0002019
CHEBI_135358	HP_0002019
CHEBI_135638	HP_0002019
CHEBI_46793	HP_0002019
CHEBI_7852	HP_0002019
CHEBI_66964	MONDO_0004985
CHEBI_39548	MONDO_0004979
CHEBI_41879	MONDO_0019065
CHEBI_52717	MONDO_0019065
CHEBI_85990	MONDO_0009692
CHEBI_17650	MONDO_0004981
CHEBI_49005	MONDO_0009692
CHEBI_156095	MONDO_0005921
CHEBI_8382	MONDO_0018479
CHEBI_41879	MONDO_0018479
CHEBI_77431	MONDO_0005649
CHEBI_8890	MONDO_0005649
CHEBI_68478	MONDO_0011996
CHEBI_28001	MONDO_0005101|MONDO_0009960
CHEBI_135552	HP_0002019
CHEBI_49375	MONDO_0009691
CHEBI_6456	MONDO_0002471
CHEBI_135515	MONDO_0019065
CHEBI_135515	MONDO_0011996
CHEBI_6359	HP_0002019
CHEBI_86990	MONDO_0004985
CHEBI_36795	MONDO_0002050
CHEBI_6504	HP_0100607
CHEBI_6443	HP_0100607
CHEBI_31547	MONDO_0004981
CHEBI_10023	MONDO_0005657
CHEBI_600520	MONDO_0005657
CHEBI_41423	HP_0100607
CHEBI_7459	HP_0002019
CHEBI_8382	HP_0100665
CHEBI_34683	HP_0002019
CHEBI_55346	MONDO_0005657
CHEBI_28901	MONDO_0009692
CHEBI_4027	MONDO_0009692
CHEBI_16359	HP_0002019
CHEBI_3682	HP_0002019
CHEBI_31794	HP_0002019
CHEBI_9112	HP_0002019
CHEBI_32599	HP_0002019
CHEBI_5747	HP_0002019
CHEBI_31793	HP_0002019
CHEBI_6637	HP_0002019
CHEBI_52717	MONDO_0008383
CHEBI_44185	MONDO_0000956
CHEBI_9570	MONDO_0000956
CHEBI_41423	MONDO_0005233
CHEBI_64628	MONDO_0019933
CHEBI_52717	MONDO_0005233
CHEBI_28925	MONDO_0009692
CHEBI_61049	MONDO_0009692
CHEBI_28876	MONDO_0009692
CHEBI_4027	MONDO_0007243|MONDO_0020511
CHEBI_18145	MONDO_0005101|MONDO_0009960
CHEBI_63611	MONDO_0004975
CHEBI_28680	MONDO_0011996
CHEBI_41977	MONDO_0011996
CHEBI_3032	HP_0012735
CHEBI_8378	HP_0100665
CHEBI_27882	MONDO_0004979
CHEBI_134806	HP_0012735
CHEBI_68637	MONDO_0005233
CHEBI_94402	HP_0012735
CHEBI_92246	HP_0012735
CHEBI_51209	HP_0012735
CHEBI_15552	HP_0012735
CHEBI_3994	HP_0012735
CHEBI_16714	HP_0012735
CHEBI_81302	HP_0012735
CHEBI_28591	HP_0012735
CHEBI_94380	HP_0012735
CHEBI_135207	HP_0012735
CHEBI_17609	HP_0100665
CHEBI_44185	MONDO_0011996
CHEBI_41423	MONDO_0004985
CHEBI_5779	HP_0012735
CHEBI_8228	MONDO_0004976
CHEBI_39548	MONDO_0004981
CHEBI_85966	HP_0001681
CHEBI_53258	HP_0012735
CHEBI_85537	HP_0012735
CHEBI_50373	HP_0012735
CHEBI_135276	HP_0012735
CHEBI_3183	HP_0012735
CHEBI_5551	HP_0012735
CHEBI_91591	HP_0012735
CHEBI_94484	HP_0012735
CHEBI_8093	HP_0012735
CHEBI_9907	MONDO_0004789
CHEBI_63606	MONDO_0003060|MONDO_0015116|MONDO_0017631
CHEBI_45327	MONDO_0011996
CHEBI_10127	MONDO_0004985
CHEBI_84500	HP_0030955
CHEBI_7465	HP_0030955
CHEBI_6437	HP_0030955
CHEBI_9123	HP_0030955
CHEBI_8228	HP_0030955
CHEBI_63631	HP_0030955
CHEBI_6823	HP_0100665
CHEBI_15940	HP_0002621
CHEBI_9139	HP_0002621
CHEBI_49040	HP_0002621
CHEBI_9168	HP_0002621
CHEBI_61049	HP_0002621
CHEBI_9150	HP_0002621
CHEBI_168396	HP_0002621
CHEBI_18145	HP_0002621
CHEBI_37941	HP_0002621
CHEBI_8382	HP_0002621
CHEBI_15365	HP_0002621
CHEBI_87732	HP_0002621
CHEBI_8871	HP_0000717
CHEBI_31236	HP_0000717
CHEBI_17650	HP_0002181
CHEBI_3077	HP_0002181
CHEBI_6888	HP_0002181
CHEBI_41879	HP_0002181
CHEBI_8378	HP_0002181
CHEBI_28093	HP_0003418
CHEBI_145673	HP_0003763
CHEBI_3897	HP_0002181
CHEBI_16899	HP_0002181
CHEBI_27786	HP_0002181
CHEBI_31677	HP_0002181
CHEBI_17609	HP_0002181
CHEBI_5441	HP_0002181
CHEBI_46195	HP_0001643
CHEBI_5855	HP_0001643
CHEBI_49662	HP_0001643
CHEBI_34764	HP_4000054
CHEBI_3745	HP_0011919
CHEBI_9587	HP_0011919
CHEBI_31441	HP_4000054
CHEBI_9667	HP_4000054
CHEBI_8378	HP_4000054
CHEBI_17650	HP_4000054
CHEBI_31199	HP_4000054
CHEBI_36560	HP_4000054
CHEBI_3897	HP_4000054
CHEBI_31663	HP_4000054
CHEBI_53776	HP_4000054
CHEBI_16199	HP_4000054
CHEBI_62984	HP_4000054
CHEBI_5108	HP_4000054
CHEBI_59750	HP_4000054
CHEBI_135782	HP_4000054
CHEBI_59582	HP_4000054
CHEBI_5134	HP_4000054
CHEBI_50819	HP_4000054
CHEBI_31677	HP_4000054
CHEBI_135791	HP_4000054
CHEBI_31623	HP_4000054
CHEBI_6888	HP_4000054
CHEBI_691037	HP_4000054
CHEBI_3077	HP_4000054
CHEBI_5127	HP_4000054
CHEBI_6970	HP_4000054
CHEBI_47564	HP_4000054
CHEBI_41879	HP_4000054
CHEBI_8357	HP_4000054
CHEBI_204734	HP_4000054
CHEBI_5109	HP_4000054
CHEBI_82405	HP_4000054
CHEBI_17609	HP_4000054
CHEBI_33130	HP_0002020
CHEBI_31793	HP_0002020
CHEBI_53258	HP_0002020
CHEBI_6637	HP_0002020
CHEBI_30563	HP_0002020
CHEBI_4975	HP_0002020
CHEBI_7601	HP_0002020
CHEBI_92246	HP_0002020
CHEBI_81862	HP_0002020
CHEBI_86463	HP_0002020
CHEBI_3699	HP_0002020
CHEBI_47381	HP_0003419
CHEBI_7773	HP_0002017
CHEBI_3647	HP_0002017
CHEBI_8459	HP_0002017
CHEBI_41879	HP_0002017
CHEBI_8028	HP_0002017
CHEBI_499361	HP_0002017
CHEBI_85161	HP_0002017
CHEBI_27796	HP_0002017
CHEBI_9711	HP_0002017
CHEBI_59118	HP_0002017
CHEBI_94316	HP_0002017
CHEBI_8435	HP_0002017
CHEBI_9544	HP_0002017
CHEBI_167309	HP_0002017
CHEBI_31515	HP_0002017
CHEBI_94848	HP_0002017
CHEBI_8461	HP_0002017
CHEBI_4907	HP_0011986
CHEBI_101278	HP_0004763
CHEBI_6839	HP_0004763
CHEBI_16335	HP_0004763
CHEBI_77733	HP_0004763
CHEBI_63619	HP_0004763
CHEBI_465284	HP_0004763
CHEBI_8077	HP_0002666
CHEBI_6912	HP_0002666
