drug_obo_id	ind_obo_id
CHEBI_7726	HP_0002666
CHEBI_2038	HP_0002666
CHEBI_8081	HP_0002666
CHEBI_4513	HP_0001907
CHEBI_87732	HP_0001907
CHEBI_50438	HP_0001907
CHEBI_135628	HP_0001907
CHEBI_50694	HP_0010280
CHEBI_135772	HP_0010280
CHEBI_27902	HP_0010280
CHEBI_4392	HP_0010280
CHEBI_2682	HP_0010280
CHEBI_18208	HP_0010280
CHEBI_27446	HP_0010280
CHEBI_52154	HP_0010280
CHEBI_29013	HP_0010280
CHEBI_133011	HP_0010280
CHEBI_42797	HP_0012532
CHEBI_135935	HP_0012532
CHEBI_119915	HP_0012532
CHEBI_17303	HP_0012532
CHEBI_66964	HP_0012532
CHEBI_3216	HP_0012532
CHEBI_6456	HP_0012532
CHEBI_5790	HP_0012532
CHEBI_7865	HP_0012532
CHEBI_64356	HP_0012532
CHEBI_16794	HP_0011484
CHEBI_6716	HP_0000869
CHEBI_17026	HP_0000869
CHEBI_7627	HP_0000869
CHEBI_31336	HP_0003472
CHEBI_3314	HP_0003472
CHEBI_3312	HP_0003472
CHEBI_3309	HP_0003472
CHEBI_3310	HP_0003472
CHEBI_85994	HP_0006731
CHEBI_135656	HP_0002071
CHEBI_46793	HP_0025337
CHEBI_8093	HP_0025337
CHEBI_28674	HP_0025337
CHEBI_7862	HP_0025337
CHEBI_91591	HP_0025337
CHEBI_93363	HP_0025337
CHEBI_84115	HP_0025337
CHEBI_17246	HP_0025337
CHEBI_35176	HP_0025337
CHEBI_50659	HP_0004757
CHEBI_75984	HP_0004757
CHEBI_63619	HP_0004757
CHEBI_9937	HP_0010677
CHEBI_47499	HP_0010677
CHEBI_4450	HP_0010677
CHEBI_91591	HP_0033050
CHEBI_135590	HP_0033050
CHEBI_4470	HP_0033050
CHEBI_16714	HP_0033050
CHEBI_116735	HP_0033050
CHEBI_55346	HP_0020103
CHEBI_10023	HP_0020103
CHEBI_2682	HP_0020103
CHEBI_6076	HP_0020103
CHEBI_5001	HP_0003233
CHEBI_17268	HP_0003233
CHEBI_40303	HP_0003233
CHEBI_9150	HP_0003233
CHEBI_83469	HP_0003233
CHEBI_59788	HP_0011971
CHEBI_8459	HP_0011971
CHEBI_3398	HP_0011971
CHEBI_91591	HP_0011971
CHEBI_51380	HP_0011971
CHEBI_4046	HP_0011971
CHEBI_135047	HP_0011971
CHEBI_3183	HP_0011971
CHEBI_3738	HP_0011971
CHEBI_9741	HP_0011971
CHEBI_4464	HP_0011971
CHEBI_9725	HP_0011971
CHEBI_6820	HP_0011971
CHEBI_6823	HP_0011971
CHEBI_59269	HP_0011971
CHEBI_5818	HP_0011971
CHEBI_2946	HP_0011971
CHEBI_4465	HP_0011971
CHEBI_84116	HP_0011971
CHEBI_7459	HP_0033515
CHEBI_6888	HP_0033515
CHEBI_135765	HP_0033515
CHEBI_8378	HP_0033515
CHEBI_136003	HP_0033515
CHEBI_3216	HP_0033515
CHEBI_135491	HP_0033515
CHEBI_7852	HP_0033515
CHEBI_8871	HP_0033515
CHEBI_6441	HP_0033515
CHEBI_87732	HP_0034192
CHEBI_28304	HP_0034192
CHEBI_61033	HP_0034192
CHEBI_3732	HP_0005202
CHEBI_136048	HP_0005202
CHEBI_2676	HP_0005202
CHEBI_135424	HP_0031246
CHEBI_93837	HP_0031246
CHEBI_135121	HP_0031246
CHEBI_94381	HP_0031246
CHEBI_135361	HP_0012735
CHEBI_2453	HP_0410028
CHEBI_4974	HP_0410028
CHEBI_17650	HP_0410028
CHEBI_3897	HP_0410028
CHEBI_4974	HP_0032157
CHEBI_35854	HP_0032157
CHEBI_2453	HP_0032157
CHEBI_3314	HP_0003111
CHEBI_31336	HP_0003111
CHEBI_3310	HP_0003111
CHEBI_3312	HP_0003111
CHEBI_7731	HP_0002754
CHEBI_17833	HP_0002754
CHEBI_554446	HP_0002754
CHEBI_7809	HP_0002754
CHEBI_474053	HP_0002754
CHEBI_124991	HP_0002754
CHEBI_6909	HP_0002754
CHEBI_17630	HP_0002754
CHEBI_192484	HP_0002754
CHEBI_553473	HP_0002754
CHEBI_7447	HP_0002754
CHEBI_204928	HP_0002754
CHEBI_50688	HP_0002754
CHEBI_29007	HP_0002754
CHEBI_3697	HP_0002754
CHEBI_3534	HP_0002754
CHEBI_3745	HP_0002754
CHEBI_100246	HP_0002754
CHEBI_3480	HP_0002754
CHEBI_3508	HP_0002754
CHEBI_28001	HP_0002754
CHEBI_3547	HP_0002754
CHEBI_28864	HP_0002754
CHEBI_8232	HP_0002754
CHEBI_2637	HP_0002754
CHEBI_2956	HP_0002754
CHEBI_3515	HP_0002754
CHEBI_42355	HP_0002754
CHEBI_39548	HP_0004950
CHEBI_68558	HP_0004950
CHEBI_37941	HP_0004950
CHEBI_68579	HP_0004950
CHEBI_113451	HP_0004950
CHEBI_29073	HP_0004950
CHEBI_15365	HP_0004950
CHEBI_135602	HP_0012735
CHEBI_59177	HP_0012735
CHEBI_4470	HP_0012735
CHEBI_36584	HP_0012735
CHEBI_80680	HP_0012735
CHEBI_18208	MONDO_0005504
CHEBI_52154	MONDO_0005504
CHEBI_42355	MONDO_0005504
CHEBI_50694	MONDO_0019633
CHEBI_4392	MONDO_0019633
CHEBI_2682	MONDO_0019633
CHEBI_133011	MONDO_0019633
CHEBI_27902	MONDO_0019633
CHEBI_50845	MONDO_0019633
CHEBI_29013	MONDO_0019633
CHEBI_135772	MONDO_0019633
CHEBI_8357	HP_0000958
CHEBI_6539	HP_0010819
CHEBI_3756	HP_0010819
CHEBI_17310	MONDO_0010096
CHEBI_8499	MONDO_0010096
CHEBI_16709	MONDO_0010096
CHEBI_18405	MONDO_0010096
CHEBI_91591	MONDO_0005709
CHEBI_2948	MONDO_0005011
CHEBI_37943	MONDO_0020920
CHEBI_27732	MONDO_0005709
CHEBI_135207	MONDO_0005709
CHEBI_87732	MONDO_0005101|MONDO_0009960
CHEBI_27732	MONDO_0005101|MONDO_0009960
CHEBI_6931	MONDO_0005101|MONDO_0009960
CHEBI_50688	MONDO_0005101|MONDO_0009960
CHEBI_7465	MONDO_0005101|MONDO_0009960
CHEBI_6775	MONDO_0005101|MONDO_0009960
CHEBI_9334	MONDO_0005101|MONDO_0009960
CHEBI_71200	MONDO_0005101|MONDO_0009960
CHEBI_2676	MONDO_0005101|MONDO_0009960
CHEBI_3207	MONDO_0005101|MONDO_0009960
CHEBI_8378	MONDO_0005101|MONDO_0009960
CHEBI_82892	MONDO_0005101|MONDO_0009960
CHEBI_4470	MONDO_0005101|MONDO_0009960
CHEBI_3897	MONDO_0005101|MONDO_0009960
CHEBI_267413	MONDO_0005101|MONDO_0009960
CHEBI_50845	MONDO_0005101|MONDO_0009960
CHEBI_6532	MONDO_0005101|MONDO_0009960
CHEBI_28940	MONDO_0005101|MONDO_0009960
CHEBI_16796	MONDO_0005101|MONDO_0009960
CHEBI_9328	MONDO_0005101|MONDO_0009960
CHEBI_6909	MONDO_0005101|MONDO_0009960
CHEBI_92511	MONDO_0005642
CHEBI_4636	MONDO_0005642
CHEBI_59788	MONDO_0005642
CHEBI_84116	MONDO_0005642
CHEBI_9741	MONDO_0005642
CHEBI_41879	MONDO_0005642
CHEBI_7769	MONDO_0005642
CHEBI_134893	MONDO_0005642
CHEBI_50848	MONDO_0005642
CHEBI_51032	MONDO_0005642
CHEBI_2946	MONDO_0005642
CHEBI_9725	MONDO_0005642
CHEBI_6820	MONDO_0005642
CHEBI_6762	MONDO_0005642
CHEBI_9754	MONDO_0005642
CHEBI_71023	MONDO_0005642
CHEBI_135047	MONDO_0005642
CHEBI_4465	MONDO_0005642
CHEBI_28864	MONDO_0005642
CHEBI_6823	MONDO_0005642
CHEBI_4779	MONDO_0005642
CHEBI_134746	MONDO_0005642
CHEBI_29013	MONDO_0005642
CHEBI_4464	MONDO_0005642
CHEBI_3994	MONDO_0005642
CHEBI_34829	MONDO_0005642
CHEBI_7492	MONDO_0005642
CHEBI_4046	MONDO_0005642
CHEBI_291342	MONDO_0005642
CHEBI_5818	MONDO_0005642
CHEBI_8093	MONDO_0005642
CHEBI_9453	MONDO_0005642
CHEBI_59773	MONDO_0005642
CHEBI_8459	MONDO_0005642
CHEBI_76223	MONDO_0005642
CHEBI_91591	MONDO_0005642
CHEBI_75722	HP_0012532
CHEBI_9316	HP_0012532
CHEBI_6121	HP_0012532
CHEBI_32599	HP_0012532
CHEBI_77431	HP_0012532
CHEBI_7465	HP_0012532
CHEBI_27690	HP_0012532
CHEBI_15854	HP_0012532
CHEBI_17015	HP_0012532
CHEBI_142406	HP_0012532
CHEBI_39669	HP_0012532
CHEBI_209807	HP_0002754
CHEBI_29013	HP_0002754
CHEBI_471744	HP_0002754
CHEBI_61276	HP_0012735
CHEBI_16794	HP_0012735
CHEBI_5790	HP_0012735
CHEBI_15407	HP_0012735
CHEBI_116735	HP_0012735
CHEBI_8461	HP_0012735
CHEBI_15428	HP_0012735
CHEBI_8346	HP_0012735
CHEBI_31206	HP_0012735
CHEBI_4636	HP_0012735
CHEBI_5747	HP_0012735
CHEBI_77260	HP_0012735
CHEBI_533015	MONDO_0018612
CHEBI_58448	MONDO_0018612
CHEBI_3897	MONDO_0005011
CHEBI_6909	MONDO_0005011
CHEBI_50688	MONDO_0005011
CHEBI_192484	MONDO_0005011
CHEBI_17609	MONDO_0005011
CHEBI_75246	MONDO_0005011
CHEBI_17650	MONDO_0005011
CHEBI_18145	MONDO_0005011
CHEBI_28940	MONDO_0005011
CHEBI_3207	MONDO_0005011
CHEBI_9667	MONDO_0005011
CHEBI_17015	MONDO_0005011
CHEBI_17621	MONDO_0005011
CHEBI_6775	MONDO_0005011
CHEBI_7465	MONDO_0005011
CHEBI_4027	MONDO_0005011
CHEBI_27565	MONDO_0005011
CHEBI_68637	MONDO_0005011
CHEBI_41879	MONDO_0005011
CHEBI_31677	MONDO_0005011
CHEBI_204734	MONDO_0005011
CHEBI_8382	MONDO_0005011
CHEBI_135765	MONDO_0005011
CHEBI_3897	MONDO_0043233
CHEBI_3077	MONDO_0043233
CHEBI_6888	MONDO_0043233
CHEBI_8382	MONDO_0043233
CHEBI_9667	MONDO_0043233
CHEBI_17650	MONDO_0043233
CHEBI_41879	MONDO_0043233
CHEBI_17609	MONDO_0043233
CHEBI_8378	MONDO_0043233
CHEBI_31677	MONDO_0043233
CHEBI_8378	HP_0001047
CHEBI_135888	HP_0001047
CHEBI_17650	HP_0001047
CHEBI_8461	HP_0001047
CHEBI_691037	HP_0001047
CHEBI_7465	HP_0001047
CHEBI_6888	HP_0001047
CHEBI_5108	HP_0001047
CHEBI_16796	HP_0001047
CHEBI_31199	HP_0001047
CHEBI_9667	HP_0001047
CHEBI_3077	HP_0001047
CHEBI_31663	HP_0001047
CHEBI_4636	HP_0001047
CHEBI_53776	HP_0001047
CHEBI_59750	HP_0001047
CHEBI_31441	HP_0001047
CHEBI_16199	HP_0001047
CHEBI_5818	HP_0001047
CHEBI_31677	HP_0001047
CHEBI_3897	HP_0001047
CHEBI_34764	HP_0001047
CHEBI_134677	HP_0001047
CHEBI_6078	HP_0001047
CHEBI_6970	HP_0001047
CHEBI_5134	HP_0001047
CHEBI_5127	HP_0001047
CHEBI_59582	HP_0001047
CHEBI_8382	HP_0001047
CHEBI_135782	HP_0001047
CHEBI_77572	HP_0001047
CHEBI_4710	HP_0001047
CHEBI_31414	HP_0001047
CHEBI_167600	HP_0001047
CHEBI_17609	HP_0001047
CHEBI_135791	HP_0001047
CHEBI_31623	HP_0001047
CHEBI_61049	HP_0001047
CHEBI_95341	HP_0001047
CHEBI_205919	HP_0001047
CHEBI_82405	HP_0001047
CHEBI_31415	HP_0001047
CHEBI_5109	HP_0001047
CHEBI_204734	HP_0001047
CHEBI_41879	HP_0001047
CHEBI_47564	HP_0001047
CHEBI_5109	MONDO_0005480
CHEBI_9667	MONDO_0005480
CHEBI_17650	MONDO_0005480
CHEBI_31623	MONDO_0005480
CHEBI_8378	MONDO_0005480
CHEBI_31663	MONDO_0005480
CHEBI_5134	MONDO_0005480
CHEBI_47564	MONDO_0005480
CHEBI_17609	MONDO_0005480
CHEBI_6888	MONDO_0005480
CHEBI_3077	MONDO_0005480
CHEBI_5108	MONDO_0005480
CHEBI_31199	MONDO_0005480
CHEBI_59582	MONDO_0005480
CHEBI_3897	MONDO_0005480
CHEBI_31441	MONDO_0005480
CHEBI_31414	MONDO_0005480
CHEBI_135791	MONDO_0005480
CHEBI_8382	MONDO_0005480
CHEBI_205919	MONDO_0005480
CHEBI_41879	MONDO_0005480
CHEBI_34764	MONDO_0005480
CHEBI_59750	MONDO_0005480
CHEBI_6970	MONDO_0005480
CHEBI_31677	MONDO_0005480
CHEBI_135782	MONDO_0005480
CHEBI_691037	MONDO_0005480
CHEBI_82405	MONDO_0005480
CHEBI_204734	MONDO_0005480
CHEBI_5127	MONDO_0005480
CHEBI_53776	MONDO_0005480
CHEBI_16199	MONDO_0005480
CHEBI_5931	MONDO_0005015
CHEBI_3374	MONDO_0005015
CHEBI_71193	MONDO_0005015
CHEBI_64073	MONDO_0005015
CHEBI_8228	MONDO_0005015
CHEBI_6801	MONDO_0005015
CHEBI_50122	MONDO_0005015
CHEBI_49040	MONDO_0005015
CHEBI_9150	MONDO_0005015
CHEBI_39548	MONDO_0005015
CHEBI_68558	MONDO_0005015
CHEBI_37941	MONDO_0005015
CHEBI_29073	MONDO_0005015
CHEBI_113451	MONDO_0005015
CHEBI_28940	MONDO_0005015
CHEBI_5441	MONDO_0005015
CHEBI_2376	MONDO_0005148
CHEBI_68610	MONDO_0005015
CHEBI_31654	MONDO_0005148
CHEBI_71272	MONDO_0005148
CHEBI_5931	MONDO_0005148
CHEBI_78425	MONDO_0005148
CHEBI_135285	MONDO_0005148
CHEBI_3650	MONDO_0005148
CHEBI_5384	MONDO_0005148
CHEBI_71193	MONDO_0005148
CHEBI_194186	MONDO_0005148
CHEBI_93416	MONDO_0005148
CHEBI_73274	MONDO_0005148
CHEBI_31897	MONDO_0005148
CHEBI_6935	MONDO_0005148
CHEBI_134731	MONDO_0005148
CHEBI_6801	MONDO_0005148
CHEBI_40237	MONDO_0005148
CHEBI_72323	MONDO_0005148
CHEBI_82720	MONDO_0005148
CHEBI_68610	MONDO_0005148
CHEBI_34967	MONDO_0005148
CHEBI_136042	MONDO_0005148
CHEBI_136041	MONDO_0005148
CHEBI_134725	MONDO_0005148
CHEBI_135118	MONDO_0005148
CHEBI_134724	MONDO_0005148
CHEBI_134735	MONDO_0005148
CHEBI_28052	MONDO_0005148
CHEBI_8805	MONDO_0005148
CHEBI_167574	MONDO_0005148
CHEBI_9613	MONDO_0005148
CHEBI_8228	MONDO_0005148
CHEBI_27999	MONDO_0005148
CHEBI_32300	MONDO_0005148
CHEBI_136052	MONDO_0005148
CHEBI_85078	MONDO_0005148
CHEBI_135349	MONDO_0005148
CHEBI_9073	HP_0001250
CHEBI_9753	MONDO_0005148
CHEBI_188719	MONDO_0005148
CHEBI_135545	MONDO_0005148
CHEBI_146188	MONDO_0005148
CHEBI_134715	MONDO_0005148
CHEBI_85662	MONDO_0005148
CHEBI_3209	MONDO_0005148
CHEBI_5441	MONDO_0005148
CHEBI_5383	MONDO_0005148
CHEBI_135731	MONDO_0005148
CHEBI_136043	MONDO_0005148
CHEBI_4975	HP_0002588
CHEBI_136048	HP_0002588
CHEBI_77260	HP_0002588
CHEBI_135529	HP_0002588
CHEBI_7601	HP_0002588
CHEBI_33130	HP_0002588
CHEBI_3699	HP_0002588
CHEBI_8768	HP_0002588
CHEBI_92246	HP_0002588
CHEBI_6375	HP_0002588
CHEBI_134729	HP_0002588
CHEBI_9313	HP_0002588
CHEBI_6847	HP_0000969
CHEBI_5893	HP_0000969
CHEBI_27690	HP_0000969
CHEBI_47426	HP_0000969
CHEBI_9241	HP_0000969
CHEBI_32015	HP_0000969
CHEBI_2639	HP_0000969
CHEBI_9637	HP_0000969
CHEBI_16899	HP_0000969
CHEBI_3213	HP_0000969
CHEBI_3654	HP_0000969
CHEBI_3640	HP_0000969
CHEBI_5784	HP_0000969
CHEBI_135499	HP_0000969
CHEBI_4876	HP_0000969
CHEBI_5778	HP_0000969
CHEBI_9671	HP_0000969
CHEBI_39867	HP_0001250
CHEBI_8107	HP_0001250
CHEBI_6121	HP_0001250
CHEBI_31827	HP_0001250
CHEBI_6437	HP_0001250
CHEBI_8079	HP_0001250
CHEBI_5165	HP_0001250
CHEBI_6846	HP_0001250
CHEBI_7921	HP_0001250
CHEBI_8069	HP_0001250
CHEBI_6931	HP_0001250
CHEBI_10127	HP_0001250
CHEBI_6367	HP_0001250
CHEBI_8049	HP_0001250
CHEBI_81296	HP_0001250
CHEBI_3223	HP_0001250
CHEBI_9727	HP_0001250
CHEBI_135939	HP_0001250
CHEBI_7983	HP_0001250
CHEBI_49575	HP_0001250
CHEBI_64356	HP_0001250
CHEBI_2673	HP_0001250
CHEBI_63631	HP_0001250
CHEBI_3441	HP_0001250
CHEBI_4995	HP_0001250
CHEBI_134734	HP_0001250
CHEBI_16080	HP_0001250
CHEBI_6757	HP_0001250
CHEBI_3387	HP_0001250
CHEBI_8412	HP_0001250
CHEBI_31413	HP_0001250
CHEBI_3756	HP_0001250
CHEBI_6539	HP_0001250
CHEBI_6758	HP_0001250
CHEBI_102166	HP_0001250
CHEBI_3699	MONDO_0007186
CHEBI_134729	MONDO_0007186
CHEBI_3720	MONDO_0007186
CHEBI_34689	MONDO_0005338
CHEBI_6375	MONDO_0007186
CHEBI_135931	MONDO_0007186
CHEBI_81862	MONDO_0007186
CHEBI_77260	MONDO_0007186
CHEBI_8768	MONDO_0007186
CHEBI_50275	MONDO_0007186
CHEBI_7915	MONDO_0007186
CHEBI_86463	MONDO_0007186
CHEBI_135544	MONDO_0007186
CHEBI_33130	MONDO_0007186
CHEBI_6637	MONDO_0007186
CHEBI_94758	MONDO_0007186
CHEBI_4975	MONDO_0007186
CHEBI_31515	MONDO_0007186
CHEBI_16796	MONDO_0007186
CHEBI_92246	MONDO_0007186
CHEBI_31793	MONDO_0007186
CHEBI_7601	MONDO_0007186
CHEBI_107736	MONDO_0007186
CHEBI_30563	MONDO_0007186
CHEBI_53258	MONDO_0007186
CHEBI_46632	MONDO_0005338
CHEBI_4753	MONDO_0005338
CHEBI_9599	MONDO_0005338
CHEBI_17115	MONDO_0005338
CHEBI_135212	MONDO_0005338
CHEBI_3176	MONDO_0005338
CHEBI_3175	MONDO_0005338
CHEBI_4702	MONDO_0005338
CHEBI_28918	MONDO_0005338
CHEBI_4646	MONDO_0005338
CHEBI_6384	MONDO_0005338
CHEBI_2788	MONDO_0005338
CHEBI_177703	MONDO_0005338
CHEBI_6822	MONDO_0005338
CHEBI_101085	MONDO_0005338
CHEBI_3437	MONDO_0005338
CHEBI_66899	MONDO_0005338
CHEBI_51230	MONDO_0005338
CHEBI_27690	MONDO_0005338
CHEBI_3385	MONDO_0005338
CHEBI_45863	MONDO_0005338
CHEBI_59254	MONDO_0005338
CHEBI_3082	MONDO_0005338
CHEBI_6897	MONDO_0005338
CHEBI_17650	MONDO_0005338
CHEBI_8207	MONDO_0005338
CHEBI_27953	MONDO_0005338
CHEBI_746859	MONDO_0005338
CHEBI_6438	MONDO_0005338
CHEBI_93847	MONDO_0005338
CHEBI_533015	HP_0000853
CHEBI_58448	HP_0000853
CHEBI_6538	HP_0012395
CHEBI_3994	HP_0012395
CHEBI_291342	HP_0012395
CHEBI_83168	HP_0012395
CHEBI_52010	HP_0012395
CHEBI_59269	HP_0012395
CHEBI_94402	HP_0012395
CHEBI_3561	HP_0012395
CHEBI_134746	HP_0012395
CHEBI_4636	HP_0012395
CHEBI_51380	HP_0012395
CHEBI_4465	HP_0012395
CHEBI_4464	HP_0012395
CHEBI_3183	HP_0012395
CHEBI_134893	HP_0012395
CHEBI_84116	HP_0012395
CHEBI_9667	HP_0012395
CHEBI_2950	HP_0012395
CHEBI_2946	HP_0012395
CHEBI_6762	HP_0012395
CHEBI_51209	HP_0012395
CHEBI_8461	HP_0012395
CHEBI_135047	HP_0012395
CHEBI_80680	HP_0012395
CHEBI_8093	HP_0012395
CHEBI_91591	HP_0012395
CHEBI_7769	HP_0012395
CHEBI_6888	HP_0012395
CHEBI_94559	HP_0012395
CHEBI_5050	HP_0012395
CHEBI_15407	HP_0012395
CHEBI_9453	HP_0012395
CHEBI_3398	HP_0012395
CHEBI_31397	HP_0012395
CHEBI_75246	MONDO_0001711
CHEBI_7507	MONDO_0001711
CHEBI_6359	MONDO_0001711
CHEBI_5103	MONDO_0001711
CHEBI_68556	MONDO_0019623
CHEBI_9249	MONDO_0019623
CHEBI_63625	MONDO_0005109
CHEBI_72289	MONDO_0005109
CHEBI_63717	MONDO_0005109
CHEBI_63581	MONDO_0005109
CHEBI_119573	MONDO_0005109
CHEBI_82960	MONDO_0005109
CHEBI_7496	MONDO_0005109
CHEBI_82941	MONDO_0005109
CHEBI_76010	MONDO_0005109
CHEBI_40050	MONDO_0005109
CHEBI_367163	MONDO_0005109
CHEBI_63621	MONDO_0005109
CHEBI_421707	MONDO_0005109
CHEBI_44032	MONDO_0005109
CHEBI_63628	MONDO_0005109
CHEBI_31536	MONDO_0005109
CHEBI_10101	MONDO_0005109
CHEBI_119486	MONDO_0005109
CHEBI_63589	MONDO_0005109
CHEBI_10110	MONDO_0005109
CHEBI_490877	MONDO_0005109
CHEBI_31781	MONDO_0005109
CHEBI_37924	MONDO_0005109
CHEBI_72291	MONDO_0005109
CHEBI_172943	MONDO_0005109
CHEBI_63577	MONDO_0005109
CHEBI_90926	MONDO_0005109
CHEBI_45409	MONDO_0005109
CHEBI_63613	MONDO_0005109
CHEBI_68606	MONDO_0005109
CHEBI_608828	MONDO_0005109
CHEBI_74947	MONDO_0009348
CHEBI_17650	MONDO_0009348
CHEBI_3077	MONDO_0009348
CHEBI_9570	MONDO_0009348
CHEBI_9667	MONDO_0009348
CHEBI_3423	MONDO_0009348
CHEBI_6520	MONDO_0009348
CHEBI_22907	MONDO_0009348
CHEBI_31677	MONDO_0009348
CHEBI_28830	MONDO_0009348
CHEBI_8378	MONDO_0009348
CHEBI_6888	MONDO_0009348
CHEBI_8382	MONDO_0009348
CHEBI_17609	MONDO_0009348
CHEBI_71417	MONDO_0009348
CHEBI_28748	MONDO_0009348
CHEBI_41879	MONDO_0009348
CHEBI_4305	MONDO_0009348
CHEBI_28445	MONDO_0009348
CHEBI_27375	MONDO_0009348
CHEBI_3897	MONDO_0009348
CHEBI_28925	MONDO_0009348
CHEBI_27834	MONDO_0009348
CHEBI_5001	HP_0003124
CHEBI_9150	HP_0003124
CHEBI_38545	HP_0003124
CHEBI_39548	HP_0003124
CHEBI_49040	HP_0003124
CHEBI_35677	HP_0003124
CHEBI_3558	HP_0003124
CHEBI_32020	HP_0003124
CHEBI_63618	HP_0003124
CHEBI_59594	HP_0003124
CHEBI_38562	HP_0003124
CHEBI_15940	HP_0003124
CHEBI_40303	HP_0003124
CHEBI_83469	HP_0003124
CHEBI_3814	HP_0003124
CHEBI_15760	HP_0003124
CHEBI_47612	HP_0003124
CHEBI_18145	HP_0003124
CHEBI_17268	HP_0003124
CHEBI_8427	HP_0003124
CHEBI_47612	MONDO_0001336|MONDO_0013577|MONDO_0015901|MONDO_0021187
CHEBI_9434	MONDO_0001336|MONDO_0013577|MONDO_0015901|MONDO_0021187
CHEBI_3814	MONDO_0001336|MONDO_0013577|MONDO_0015901|MONDO_0021187
CHEBI_39548	MONDO_0001336|MONDO_0013577|MONDO_0015901|MONDO_0021187
CHEBI_15760	MONDO_0001336|MONDO_0013577|MONDO_0015901|MONDO_0021187
CHEBI_15940	MONDO_0001336|MONDO_0013577|MONDO_0015901|MONDO_0021187
CHEBI_40303	MONDO_0001336|MONDO_0013577|MONDO_0015901|MONDO_0021187
CHEBI_84883	MONDO_0001336|MONDO_0013577|MONDO_0015901|MONDO_0021187
CHEBI_31428	MONDO_0001336|MONDO_0013577|MONDO_0015901|MONDO_0021187
CHEBI_83469	MONDO_0001336|MONDO_0013577|MONDO_0015901|MONDO_0021187
CHEBI_45213	MONDO_0001336|MONDO_0013577|MONDO_0015901|MONDO_0021187
CHEBI_9150	MONDO_0001336|MONDO_0013577|MONDO_0015901|MONDO_0021187
CHEBI_2668	MONDO_0001336|MONDO_0013577|MONDO_0015901|MONDO_0021187
CHEBI_30659	MONDO_0001336|MONDO_0013577|MONDO_0015901|MONDO_0021187
CHEBI_38545	MONDO_0001336|MONDO_0013577|MONDO_0015901|MONDO_0021187
CHEBI_3750	MONDO_0001336|MONDO_0013577|MONDO_0015901|MONDO_0021187
CHEBI_63631	MONDO_0001336|MONDO_0013577|MONDO_0015901|MONDO_0021187
CHEBI_15355	MONDO_0001336|MONDO_0013577|MONDO_0015901|MONDO_0021187
CHEBI_7596	MONDO_0001336|MONDO_0013577|MONDO_0015901|MONDO_0021187
CHEBI_46081	MONDO_0001336|MONDO_0013577|MONDO_0015901|MONDO_0021187
CHEBI_58448	MONDO_0001336|MONDO_0013577|MONDO_0015901|MONDO_0021187
CHEBI_5001	MONDO_0001336|MONDO_0013577|MONDO_0015901|MONDO_0021187
CHEBI_49040	MONDO_0001336|MONDO_0013577|MONDO_0015901|MONDO_0021187
CHEBI_8427	MONDO_0001336|MONDO_0013577|MONDO_0015901|MONDO_0021187
CHEBI_78539	MONDO_0005044
CHEBI_88200	MONDO_0005044
CHEBI_47426	MONDO_0005044
CHEBI_4786	MONDO_0005044
CHEBI_3654	MONDO_0005044
CHEBI_135105	MONDO_0005044
CHEBI_135499	MONDO_0005044
CHEBI_3698	MONDO_0005044
CHEBI_81005	MONDO_0005044
CHEBI_8364	MONDO_0005044
CHEBI_132041	MONDO_0005044
CHEBI_3011	MONDO_0005044
CHEBI_116962	MONDO_0005044
CHEBI_5163	MONDO_0005044
CHEBI_135738	MONDO_0005044
CHEBI_6706	MONDO_0005044
CHEBI_8024	MONDO_0005044
CHEBI_3437	MONDO_0005044
CHEBI_8862	MONDO_0005044
CHEBI_46632	MONDO_0005044
CHEBI_167638	MONDO_0005044
CHEBI_77733	MONDO_0005044
CHEBI_94461	MONDO_0005044
CHEBI_6123	MONDO_0005044
CHEBI_28487	MONDO_0005044
CHEBI_9927	MONDO_0005044
CHEBI_7444	MONDO_0005044
CHEBI_6073	MONDO_0005044
CHEBI_6067	MONDO_0005044
CHEBI_3441	MONDO_0005044
CHEBI_134714	MONDO_0005044
CHEBI_7930	MONDO_0005044
CHEBI_4708	MONDO_0005044
CHEBI_101278	MONDO_0005044
CHEBI_3082	MONDO_0005044
CHEBI_6960	MONDO_0005044
CHEBI_82602	MONDO_0005044
CHEBI_3640	MONDO_0005044
CHEBI_3013	MONDO_0005044
CHEBI_6942	MONDO_0005044
CHEBI_5775	MONDO_0005044
CHEBI_2379	MONDO_0005044
CHEBI_9649	MONDO_0005044
CHEBI_135123	MONDO_0005044
CHEBI_135771	MONDO_0005044
CHEBI_135735	MONDO_0005044
CHEBI_5553	MONDO_0005044
CHEBI_141521	MONDO_0005044
CHEBI_9434	MONDO_0005044
CHEBI_140296	MONDO_0005044
CHEBI_68845	MONDO_0005044
CHEBI_8713	MONDO_0005044
CHEBI_31232	MONDO_0005044
CHEBI_601027	MONDO_0005044
CHEBI_5555	MONDO_0005044
CHEBI_5557	MONDO_0005044
CHEBI_5558	MONDO_0005044
CHEBI_2639	MONDO_0005044
CHEBI_135756	MONDO_0005044
CHEBI_9241	MONDO_0005044
CHEBI_91704	MONDO_0005044
CHEBI_6904	MONDO_0005044
CHEBI_8214	MONDO_0005044
CHEBI_31247	MONDO_0005044
CHEBI_64354	MONDO_0005044
CHEBI_585948	MONDO_0005044
CHEBI_135666	MONDO_0005044
